DATETIME,TEMP,RELH,WIND,GUST,DIR,QFLG ,SOLAR,TLKE ° C,PRECIPcum,PRECIP,FT ° C,FM gm,PEAK,PDIR,VOLT volt,DWP
1-1-2011 0:00,8.3,72,2.7,5.8,210,OK,0,-17.8,1.37,0,5,20,6,165,13,3.56
1-1-2011 1:00,8.3,71,3.6,6.3,194,OK,0,-17.8,1.37,0,6.1,19,6,182,13,3.39
1-1-2011 2:00,8.3,72,3.6,6.3,197,OK,0,-17.8,1.37,0,6.1,19,6,213,13,3.56
1-1-2011 3:00,8.3,69,3.1,6.3,202,OK,0,-17.8,1.37,0,6.1,19,6,203,13,3
1-1-2011 4:00,9.4,63,2.7,5.4,192,OK,0,-17.8,1.37,0,6.7,18,5,207,13,2.78
1-1-2011 5:00,10.6,59,2.7,4.9,192,OK,0,-17.8,1.37,0,7.2,17,5,196,13,2.89
1-1-2011 6:00,10.6,58,2.7,4.9,210,OK,0,-17.8,1.37,0,7.2,16,5,208,13,2.61
1-1-2011 7:00,7.8,76,1.8,6.3,216,OK,0,-17.8,1.37,0,6.1,15,6,268,13,3.83
1-1-2011 8:00,7.8,79,2.7,4.5,212,OK,2,-17.8,1.37,0,5.6,17,4,206,13,4.39
1-1-2011 9:00,7.8,79,3.6,6.7,200,OK,14,-17.8,1.37,0,6.7,16,7,188,13,4.39
1-1-2011 10:00,6.7,88,2.2,6.3,174,OK,25,-17.8,1.37,0,5.6,17,6,208,13,4.83
1-1-2011 11:00,8.3,78,3.6,8,200,OK,51,-17.8,1.37,0,7.8,18,8,222,13.1,4.72
1-1-2011 12:00,7.8,89,4.5,8,212,OK,68,-17.8,1.42,0.05,6.7,16,8,198,13.1,6.06
1-1-2011 13:00,7.8,91,4,8.5,216,OK,51,-17.8,1.52,0.1,6.1,22,8,195,13.1,6.39
1-1-2011 14:00,8.9,90,4,7.6,204,OK,58,-17.8,1.55,0.03,7.2,23,8,199,13.2,7.33
1-1-2011 15:00,9.4,84,4,8.9,208,OK,51,-17.8,1.55,0,7.2,23,9,217,13.1,6.89
1-1-2011 16:00,8.9,85,4,8.5,208,OK,26,-17.8,1.55,0,7.2,24,8,206,13.1,6.5
1-1-2011 17:00,8.3,89,3.6,8.9,221,OK,10,-17.8,1.55,0,6.7,24,9,211,13.1,6.61
1-1-2011 18:00,8.3,88,3.6,8.5,218,OK,0,-17.8,1.55,0,6.7,25,8,233,13.1,6.44
1-1-2011 19:00,7.8,97,3.6,7.2,218,OK,0,-17.8,1.55,0,6.1,25,7,238,13,7.33
1-1-2011 20:00,7.8,95,3.1,6.3,214,OK,0,-17.8,1.55,0,6.1,25,6,255,13,7
1-1-2011 21:00,7.8,97,3.1,7.2,237,OK,0,-17.8,1.55,0,6.7,25,7,212,13,7.33
1-1-2011 22:00,7.8,99,2.7,6.7,250,OK,0,-17.8,1.57,0.02,6.7,25,7,196,13,7.61
1-1-2011 23:00,4.4,99,3.6,7.2,314,OK,0,-17.8,1.63,0.06,4.4,24,7,251,13,4.28
1-2-2011 0:00,1.7,100,3.6,7.6,312,OK,0,-17.8,1.63,0,1.7,24,8,308,13,1.67
1-2-2011 1:00,1.1,100,2.2,5.4,305,OK,0,-17.8,1.63,0,1.1,25,5,355,13,1.11
1-2-2011 2:00,0,100,2.7,6.7,313,OK,0,-17.8,1.65,0.02,0,25,7,297,13,0
1-2-2011 3:00,0,100,1.8,6.7,298,OK,0,-17.8,1.65,0,-0.6,25,7,270,13,0
1-2-2011 4:00,-0.6,100,1.8,6.7,313,OK,0,-17.8,1.65,0,0,25,7,260,13,-0.56
1-2-2011 5:00,-1.1,100,2.2,4.9,312,OK,0,-17.8,1.65,0,-0.6,25,5,307,13,-1.11
1-2-2011 6:00,-1.1,100,2.2,4.9,261,OK,0,-17.8,1.65,0,-1.1,25,5,256,13,-1.11
1-2-2011 7:00,-1.1,100,1.8,4.9,253,OK,0,-17.8,1.65,0,-1.1,25,5,275,13,-1.11
1-2-2011 8:00,-1.7,100,2.2,5.4,300,OK,0,-17.8,1.65,0,-1.7,25,5,258,13,-1.67
1-2-2011 9:00,-1.7,100,2.7,6.7,290,OK,10,-17.8,1.65,0,-1.7,25,7,249,13,-1.67
1-2-2011 10:00,-2.2,100,3.1,6.3,291,OK,22,-17.8,1.65,0,-1.7,24,6,255,13,-2.22
1-2-2011 11:00,-2.8,99,3.6,6.7,303,OK,47,-17.8,1.65,0,-1.7,24,7,289,13.1,-2.89
1-2-2011 12:00,-2.2,97,2.7,7.2,305,OK,115,-17.8,1.65,0,-1.1,24,7,275,13.4,-2.61
1-2-2011 13:00,-2.8,92,3.6,6.7,294,OK,242,-17.8,1.7,0.05,0,23,7,285,13.8,-3.89
1-2-2011 14:00,-3.9,93,2.2,7.2,318,OK,138,-17.8,1.7,0,-2.8,23,7,289,13.4,-4.83
1-2-2011 15:00,-4.4,82,3.6,8.5,311,OK,255,-17.8,1.7,0,-3.3,22,8,314,13.8,-7.06
1-2-2011 16:00,-5,86,3.6,7.2,314,OK,97,-17.8,1.7,0,-5,22,7,278,13.5,-7
1-2-2011 17:00,-6.1,84,2.7,6.7,313,OK,28,-17.8,1.7,0,-6.7,21,7,270,13.3,-8.39
1-2-2011 18:00,-7.2,84,4,7.6,315,OK,1,-17.8,1.7,0,-7.2,21,8,301,13.3,-9.44
1-2-2011 19:00,-7.8,85,3.6,7.6,318,OK,0,-17.8,1.7,0,-8.3,21,8,307,13.3,-9.83
1-2-2011 20:00,-8.3,84,4,7.6,317,OK,0,-17.8,1.7,0,-9.4,21,8,301,13.2,-10.56
1-2-2011 21:00,-8.9,82,4.5,8.5,318,OK,0,-17.8,1.7,0,-10,20,8,285,13.2,-11.39
1-2-2011 22:00,-9.4,84,3.6,9.4,321,OK,0,-17.8,1.7,0,-10.6,20,9,310,13.2,-11.61
1-2-2011 23:00,-10,87,3.6,7.2,316,OK,0,-17.8,1.7,0,-11.1,20,7,296,13.2,-11.72
1-3-2011 0:00,-10.6,87,3.1,7.2,322,OK,0,-17.8,1.7,0,-11.7,19,7,318,13.2,-12.28
1-3-2011 1:00,-11.1,90,3.6,8.9,326,OK,0,-17.8,1.7,0,-11.7,19,9,298,13.1,-12.44
1-3-2011 2:00,-11.7,88,3.6,7.6,318,OK,0,-17.8,1.7,0,-11.7,19,8,289,13.1,-13.22
1-3-2011 3:00,-11.7,89,2.7,7.2,318,OK,0,-17.8,1.7,0,-12.2,19,7,12,13.1,-13.11
1-3-2011 4:00,-12.2,91,2.7,8,326,OK,0,-17.8,1.7,0,-12.8,19,8,295,13.1,-13.39
1-3-2011 5:00,-12.8,90,2.7,6.3,321,OK,0,-17.8,1.7,0,-13.3,19,6,305,13.1,-14.06
1-3-2011 6:00,-12.8,90,2.2,7.2,323,OK,0,-17.8,1.7,0,-13.3,19,7,290,13.1,-14.06
1-3-2011 7:00,-12.8,89,2.2,5.4,316,OK,0,-17.8,1.7,0,-13.9,18,5,328,13.1,-14.22
1-3-2011 8:00,-12.8,89,2.2,5.4,309,OK,2,-17.8,1.7,0,-13.3,19,5,303,13.1,-14.22
1-3-2011 9:00,-11.7,85,2.2,4.9,311,OK,34,-17.8,1.7,0,-11.7,19,5,299,13.3,-13.67
1-3-2011 10:00,-8.9,73,2.7,7.6,316,OK,149,-17.8,1.7,0,-5.6,21,8,296,15.3,-12.83
1-3-2011 11:00,-6.7,64,2.2,5.8,311,OK,296,-17.8,1.7,0,-2.2,20,6,290,14.9,-12.33
1-3-2011 12:00,-5.6,53,3.1,5.8,301,OK,344,-17.8,1.7,0,-2.2,19,6,250,15.1,-13.61
1-3-2011 13:00,-4.4,51,2.2,5.4,301,OK,359,-17.8,1.7,0,1.7,19,5,293,15.2,-13.06
1-3-2011 14:00,-3.9,49,2.2,5.4,308,OK,348,-17.8,1.7,0,2.2,19,5,263,15.3,-13
1-3-2011 15:00,-3.9,47,2.7,5.4,275,OK,298,-17.8,1.7,0,-2.8,20,5,257,14.8,-13.56
1-3-2011 16:00,-5,46,2.2,6.7,286,OK,84,-17.8,1.7,0,-5.6,21,7,272,13.6,-14.83
1-3-2011 17:00,-6.1,50,2.2,4.9,281,OK,13,-17.8,1.7,0,-7.8,20,5,286,13.4,-14.83
1-3-2011 18:00,-7.2,55,2.2,4.5,274,OK,1,-17.8,1.7,0,-8.9,19,4,280,13.4,-14.72
1-3-2011 19:00,-7.2,56,2.7,5.4,263,OK,0,-17.8,1.7,0,-9.4,19,5,263,13.3,-14.5
1-3-2011 20:00,-7.2,53,3.1,5.8,268,OK,0,-17.8,1.7,0,-8.9,18,6,257,13.3,-15.17
1-3-2011 21:00,-6.7,50,3.1,5.4,260,OK,0,-17.8,1.7,0,-8.9,18,5,266,13.3,-15.33
1-3-2011 22:00,-6.7,50,2.7,5.4,265,OK,0,-17.8,1.7,0,-8.3,17,5,247,13.3,-15.33
1-3-2011 23:00,-6.7,47,3.1,6.3,262,OK,0,-17.8,1.7,0,-8.3,18,6,254,13.3,-16.11
1-4-2011 0:00,-6.7,49,3.1,6.7,273,OK,0,-17.8,1.7,0,-8.3,17,7,252,13.3,-15.61
1-4-2011 1:00,-6.7,47,3.1,5.8,263,OK,0,-17.8,1.7,0,-8.3,17,6,255,13.3,-16.11
1-4-2011 2:00,-6.1,42,3.1,6.7,267,OK,0,-17.8,1.7,0,-8.3,17,7,256,13.3,-16.89
1-4-2011 3:00,-6.1,39,3.1,5.8,265,OK,0,-17.8,1.7,0,-8.3,17,6,273,13.3,-17.78
1-4-2011 4:00,-6.1,42,2.7,5.8,265,OK,0,-17.8,1.7,0,-7.8,16,6,271,13.2,-16.89
1-4-2011 5:00,-6.1,47,2.7,6.3,271,OK,0,-17.8,1.7,0,-8.3,16,6,261,13.2,-15.56
1-4-2011 6:00,-5.6,46,2.7,5.8,287,OK,0,-17.8,1.7,0,-7.8,16,6,288,13.3,-15.33
1-4-2011 7:00,-5.6,50,3.1,5.8,286,OK,0,-17.8,1.7,0,-7.2,16,6,262,13.2,-14.33
1-4-2011 8:00,-5.6,52,3.1,6.7,282,OK,1,-17.8,1.7,0,-7.2,16,7,252,13.2,-13.83
1-4-2011 9:00,-4.4,49,2.7,7.6,277,OK,34,-17.8,1.7,0,-5,17,8,254,13.5,-13.56
1-4-2011 10:00,-2.2,45,3.6,7.2,295,OK,142,-17.8,1.7,0,0,17,7,283,14.7,-12.56
1-4-2011 11:00,-1.1,41,4,8.9,289,OK,238,-17.8,1.7,0,2.8,16,9,279,14.6,-12.67
1-4-2011 12:00,-0.6,43,3.6,8.9,296,OK,340,-17.8,1.7,0,3.3,14,9,288,14.8,-11.56
1-4-2011 13:00,0,43,4,8.9,291,OK,340,-17.8,1.7,0,5,14,9,282,14.7,-11.06
1-4-2011 14:00,0,48,3.6,8.9,289,OK,324,-17.8,1.7,0,4.4,12,9,282,14.4,-9.67
1-4-2011 15:00,-1.7,58,4,8.9,284,OK,99,-17.8,1.7,0,-1.1,12,9,274,13.5,-8.83
1-4-2011 16:00,-1.7,57,3.6,8.9,292,OK,46,-17.8,1.7,0,-1.7,12,9,278,13.5,-9.06
1-4-2011 17:00,-2.2,61,4,8.5,290,OK,17,-17.8,1.7,0,-3.9,12,8,284,13.4,-8.72
1-4-2011 18:00,-3.3,65,2.7,7.2,300,OK,1,-17.8,1.7,0,-5,12,7,297,13.4,-8.94
1-4-2011 19:00,-3.3,67,3.1,6.7,311,OK,0,-17.8,1.7,0,-4.4,12,7,300,13.3,-8.56
1-4-2011 20:00,-3.3,69,3.1,6.7,315,OK,0,-17.8,1.7,0,-5,12,7,299,13.3,-8.22
1-4-2011 21:00,-4.4,72,3.1,8.9,315,OK,0,-17.8,1.7,0,-5.6,12,9,293,13.3,-8.72
1-4-2011 22:00,-5,75,3.6,7.6,318,OK,0,-17.8,1.7,0,-6.1,12,8,292,13.3,-8.72
1-4-2011 23:00,-5.6,80,4,7.2,316,OK,0,-17.8,1.7,0,-6.7,13,7,293,13.3,-8.44
1-5-2011 0:00,-6.1,84,4,10.7,315,OK,0,-17.8,1.7,0,-6.7,13,11,306,13.3,-8.39
1-5-2011 1:00,-6.7,86,3.6,8,313,OK,0,-17.8,1.7,0,-6.7,14,8,307,13.3,-8.61
1-5-2011 2:00,-7.2,86,3.6,6.7,317,OK,0,-17.8,1.7,0,-7.2,13,7,295,13.3,-9.17
1-5-2011 3:00,-8.3,87,3.1,7.6,315,OK,0,-17.8,1.7,0,-8.9,14,8,285,13.3,-10.11
1-5-2011 4:00,-8.9,87,3.1,7.6,313,OK,0,-17.8,1.7,0,-10,14,8,292,13.3,-10.67
1-5-2011 5:00,-10,85,3.6,7.2,310,OK,0,-17.8,1.7,0,-10.6,14,7,289,13.2,-12.06
1-5-2011 6:00,-10.6,88,3.6,7.2,304,OK,0,-17.8,1.7,0,-11.7,15,7,288,13.2,-12.17
1-5-2011 7:00,-11.1,88,3.1,7.2,305,OK,0,-17.8,1.7,0,-12.2,15,7,268,13.2,-12.72
1-5-2011 8:00,-11.1,92,2.7,6.7,316,OK,2,-17.8,1.7,0,-12.2,15,7,291,13.2,-12.17
1-5-2011 9:00,-10,85,2.7,6.3,286,OK,41,-17.8,1.7,0,-10.6,16,6,282,13.5,-12.06
1-5-2011 10:00,-7.2,65,2.2,7.2,291,OK,157,-17.8,1.7,0,-3.9,16,7,243,15,-12.67
1-5-2011 11:00,-5.6,55,3.1,6.7,287,OK,291,-17.8,1.7,0,-0.6,15,7,259,15.3,-13.17
1-5-2011 12:00,-5,50,2.7,6.3,305,OK,351,-17.8,1.7,0,0,13,6,289,14.5,-13.78
1-5-2011 13:00,-4.4,42,3.6,6.7,279,OK,363,-17.8,1.7,0,1.7,13,7,273,15.1,-15.39
1-5-2011 14:00,-4.4,46,2.2,5.4,308,OK,351,-17.8,1.7,0,2.8,12,5,252,15,-14.28
1-5-2011 15:00,-3.9,42,2.2,6.3,311,OK,307,-17.8,1.7,0,-1.7,11,6,265,14.7,-14.89
1-5-2011 16:00,-5.6,46,2.2,4.9,292,OK,86,-17.8,1.7,0,-6.1,11,5,287,13.7,-15.33
1-5-2011 17:00,-6.7,53,1.8,4,298,OK,15,-17.8,1.7,0,-7.8,11,4,277,13.4,-14.61
1-5-2011 18:00,-7.8,60,2.2,4.5,303,OK,1,-17.8,1.7,0,-9.4,11,4,286,13.4,-14.17
1-5-2011 19:00,-8.9,67,1.8,3.6,285,OK,0,-17.8,1.7,0,-10.6,11,4,290,13.3,-13.89
1-5-2011 20:00,-8.9,69,2.2,4,294,OK,0,-17.8,1.7,0,-10.6,11,4,265,13.3,-13.5
1-5-2011 21:00,-8.9,71,2.2,4.5,283,OK,0,-17.8,1.7,0,-10.6,11,4,275,13.3,-13.17
1-5-2011 22:00,-8.9,73,2.2,4.5,291,OK,0,-17.8,1.7,0,-10.6,11,4,280,13.3,-12.83
1-5-2011 23:00,-9.4,78,1.8,4,303,OK,0,-17.8,1.7,0,-11.1,12,4,306,13.3,-12.56
1-6-2011 0:00,-10,81,1.8,4,295,OK,0,-17.8,1.7,0,-11.1,12,4,268,13.3,-12.61
1-6-2011 1:00,-10,81,1.8,3.1,287,OK,0,-17.8,1.7,0,-11.1,12,3,265,13.3,-12.61
1-6-2011 2:00,-10,81,1.3,3.6,297,OK,0,-17.8,1.7,0,-11.1,12,4,287,13.3,-12.61
1-6-2011 3:00,-10,80,2.2,3.6,299,OK,0,-17.8,1.7,0,-10.6,13,4,280,13.2,-12.78
1-6-2011 4:00,-10,82,2.2,4.9,311,OK,0,-17.8,1.7,0,-10.6,13,5,297,13.2,-12.5
1-6-2011 5:00,-10.6,84,2.7,5.4,307,OK,0,-17.8,1.7,0,-11.1,13,5,322,13.2,-12.72
1-6-2011 6:00,-10.6,88,2.7,4.9,310,OK,0,-17.8,1.7,0,-11.1,13,5,312,13.2,-12.17
1-6-2011 7:00,-10.6,92,2.7,5.4,308,OK,0,-17.8,1.7,0,-11.1,14,5,298,13.2,-11.61
1-6-2011 8:00,-11.1,93,2.2,4.5,303,OK,1,-17.8,1.7,0,-11.7,15,4,312,13.2,-12
1-6-2011 9:00,-10,94,1.8,3.6,286,OK,5,-17.8,1.7,0,-9.4,15,4,308,13.2,-10.78
1-6-2011 10:00,-8.9,93,1.8,4,286,OK,30,-17.8,1.7,0,-7.8,15,4,262,13.3,-9.83
1-6-2011 11:00,-7.2,89,2.2,4.9,275,OK,76,-17.8,1.7,0,-5,16,5,267,13.7,-8.72
1-6-2011 12:00,-6.7,85,1.8,4.5,288,OK,95,-17.8,1.7,0,-5.6,15,4,274,13.7,-8.78
1-6-2011 13:00,-5.6,80,2.7,5.8,261,OK,113,-17.8,1.7,0,-2.8,15,6,258,14,-8.44
1-6-2011 14:00,-5,81,2.2,6.3,242,OK,88,-17.8,1.7,0,-3.3,16,6,245,14.2,-7.72
1-6-2011 15:00,-5,80,3.1,7.2,267,OK,108,-17.8,1.7,0,-3.3,15,7,252,14,-7.89
1-6-2011 16:00,-6.1,84,3.6,7.6,269,OK,41,-17.8,1.7,0,-5.6,15,8,260,13.6,-8.39
1-6-2011 17:00,-6.7,91,3.1,6.7,271,OK,13,-17.8,1.7,0,-6.7,15,7,261,13.4,-7.89
1-6-2011 18:00,-6.7,93,2.7,5.8,251,OK,0,-17.8,1.7,0,-6.7,15,6,272,13.3,-7.61
1-6-2011 19:00,-6.7,93,2.7,6.3,250,OK,0,-17.8,1.7,0,-6.7,16,6,254,13.3,-7.61
1-6-2011 20:00,-6.7,94,2.7,6.7,243,OK,0,-17.8,1.7,0,-6.7,16,7,267,13.3,-7.44
1-6-2011 21:00,-6.7,94,2.7,6.7,247,OK,0,-17.8,1.7,0,-6.7,16,7,206,13.3,-7.44
1-6-2011 22:00,-6.7,95,2.2,5.8,249,OK,0,-17.8,1.7,0,-6.7,17,6,234,13.3,-7.33
1-6-2011 23:00,-6.7,96,2.2,6.3,215,OK,0,-17.8,1.7,0,-6.7,18,6,257,13.2,-7.22
1-7-2011 0:00,-6.7,96,2.2,5.4,259,OK,0,-17.8,1.7,0,-6.7,18,5,188,13.3,-7.22
1-7-2011 1:00,-6.7,96,2.7,7.2,309,OK,0,-17.8,1.7,0,-6.7,18,7,266,13.2,-7.22
1-7-2011 2:00,-8.3,94,2.2,6.3,311,OK,0,-17.8,1.7,0,-8.3,18,6,299,13.2,-9.11
1-7-2011 3:00,-9.4,93,2.7,7.6,313,OK,0,-17.8,1.7,0,-9.4,18,8,305,13.2,-10.39
1-7-2011 4:00,-10.6,92,2.7,6.7,307,OK,0,-17.8,1.7,0,-10.6,18,7,325,13.2,-11.61
1-7-2011 5:00,-11.7,90,2.7,8.5,311,OK,0,-17.8,1.7,0,-11.7,17,8,260,13.2,-12.94
1-7-2011 6:00,-12.2,90,2.7,4.9,318,OK,0,-17.8,1.7,0,-12.2,17,5,296,13.2,-13.5
1-7-2011 7:00,-12.2,91,2.2,5.4,306,OK,0,-17.8,1.7,0,-12.2,18,5,296,13.2,-13.39
1-7-2011 8:00,-12.2,90,3.1,5.4,300,OK,0,-17.8,1.7,0,-12.2,18,5,263,13.2,-13.5
1-7-2011 9:00,-11.1,90,2.7,5.8,300,OK,14,-17.8,1.7,0,-10.6,18,6,297,13.2,-12.44
1-7-2011 10:00,-10,88,3.1,7.6,303,OK,27,-17.8,1.7,0,-8.9,18,8,308,13.2,-11.61
1-7-2011 11:00,-8.9,87,2.7,5.8,299,OK,40,-17.8,1.7,0,-7.2,19,6,287,13.3,-10.67
1-7-2011 12:00,-8.9,85,2.7,5.4,290,OK,38,-17.8,1.7,0,-7.2,16,5,261,13.2,-10.94
1-7-2011 13:00,-7.2,86,1.8,5.4,285,OK,39,-17.8,1.7,0,-5.6,16,5,280,13.3,-9.17
1-7-2011 14:00,-8.3,89,1.3,4.5,275,OK,28,-17.8,1.7,0,-6.7,15,4,269,13.2,-9.83
1-7-2011 15:00,-7.2,89,0.9,3.1,287,OK,22,-17.8,1.7,0,-6.1,15,3,354,13.2,-8.72
1-7-2011 16:00,-7.8,89,1.3,3.1,244,OK,15,-17.8,1.7,0,-7.2,15,3,258,13.2,-9.28
1-7-2011 17:00,-8.9,93,0.9,3.6,189,OK,5,-17.8,1.7,0,-8.9,15,4,249,13.2,-9.83
1-7-2011 18:00,-8.9,94,0.9,2.7,233,OK,0,-17.8,1.7,0,-9.4,16,3,254,13.2,-9.67
1-7-2011 19:00,-8.9,94,0.9,2.7,246,OK,0,-17.8,1.7,0,-8.9,16,3,266,13.2,-9.67
1-7-2011 20:00,-8.9,94,2.7,4,295,OK,0,-17.8,1.7,0,-8.9,16,4,283,13.2,-9.67
1-7-2011 21:00,-9.4,93,1.8,4.5,304,OK,0,-17.8,1.7,0,-9.4,17,4,280,13.2,-10.39
1-7-2011 22:00,-9.4,93,1.8,4,260,OK,0,-17.8,1.7,0,-10,17,4,312,13.2,-10.39
1-7-2011 23:00,-9.4,93,1.3,2.7,189,OK,0,-17.8,1.7,0,-10,18,3,204,13.2,-10.39
1-8-2011 0:00,-9.4,94,1.3,2.7,204,OK,0,-17.8,1.7,0,-9.4,18,3,179,13.2,-10.22
1-8-2011 1:00,-8.9,94,1.8,3.6,251,OK,0,-17.8,1.7,0,-9.4,18,4,275,13.2,-9.67
1-8-2011 2:00,-8.3,94,1.8,4.5,243,OK,0,-17.8,1.7,0,-8.9,18,4,214,13.2,-9.11
1-8-2011 3:00,-8.9,92,2.7,5.4,309,OK,0,-17.8,1.7,0,-8.9,18,5,300,13.1,-9.94
1-8-2011 4:00,-10.6,92,1.8,5.4,281,OK,0,-17.8,1.7,0,-10.6,18,5,293,13.2,-11.61
1-8-2011 5:00,-11.1,91,1.3,4.5,315,OK,0,-17.8,1.7,0,-11.1,18,4,268,13.2,-12.28
1-8-2011 6:00,-12.8,89,2.2,4,293,OK,0,-17.8,1.7,0,-12.8,17,4,275,13.2,-14.22
1-8-2011 7:00,-13.3,89,2.7,4,293,OK,0,-17.8,1.7,0,-13.9,18,4,274,13.2,-14.78
1-8-2011 8:00,-13.3,88,2.7,5.4,297,OK,0,-17.8,1.7,0,-13.9,17,5,298,13.2,-14.89
1-8-2011 9:00,-12.2,88,2.2,4.9,301,OK,9,-17.8,1.7,0,-11.7,19,5,294,13.1,-13.78
1-8-2011 10:00,-11.1,83,2.7,5.4,300,OK,27,-17.8,1.7,0,-9.4,17,5,279,13.1,-13.44
1-8-2011 11:00,-11.7,85,1.8,4.9,308,OK,20,-17.8,1.7,0,-10.6,16,5,294,13.1,-13.67
1-8-2011 12:00,-11.1,83,1.8,5.8,328,OK,20,-17.8,1.7,0,-10,15,6,330,13.1,-13.44
1-8-2011 13:00,-12.2,84,2.2,4.9,315,OK,16,-17.8,1.7,0,-11.7,15,5,289,13.1,-14.33
1-8-2011 14:00,-12.2,81,2.7,6.3,320,OK,53,-17.8,1.7,0,-9.4,14,6,345,13.2,-14.78
1-8-2011 15:00,-13.3,84,2.2,7.2,324,OK,96,-17.8,1.7,0,-12.2,15,7,309,13.2,-15.44
1-8-2011 16:00,-13.3,84,2.7,6.3,324,OK,63,-17.8,1.7,0,-13.3,15,6,314,13.2,-15.44
1-8-2011 17:00,-14.4,87,3.1,6.3,324,OK,23,-17.8,1.7,0,-15,14,6,315,13.1,-16.11
1-8-2011 18:00,-14.4,88,3.1,7.2,322,OK,0,-17.8,1.7,0,-15,15,7,340,13.1,-16
1-8-2011 19:00,-15,87,3.1,7.2,326,OK,0,-17.8,1.7,0,-15,15,7,316,13.1,-16.67
1-8-2011 20:00,-15.6,86,3.1,8,327,OK,0,-17.8,1.7,0,-15.6,15,8,325,13.1,-17.33
1-8-2011 21:00,-15.6,87,2.7,7.6,327,OK,0,-17.8,1.7,0,-15.6,15,8,323,13.1,-17.22
1-8-2011 22:00,-15.6,86,2.7,6.3,324,OK,0,-17.8,1.7,0,-16.1,15,6,348,13.1,-17.33
1-8-2011 23:00,-16.1,86,2.7,5.8,322,OK,0,-17.8,1.7,0,-16.1,15,6,328,13.1,-17.89
1-9-2011 0:00,-16.1,86,2.2,5.8,321,OK,0,-17.8,1.7,0,-16.7,15,6,329,13.1,-17.89
1-9-2011 1:00,-16.1,86,3.1,6.3,324,OK,0,-17.8,1.7,0,-16.1,16,6,309,13.1,-17.89
1-9-2011 2:00,-16.1,86,3.1,6.7,316,OK,0,-17.8,1.7,0,-16.1,16,7,312,13.1,-17.89
1-9-2011 3:00,-16.1,86,2.7,5.8,318,OK,0,-17.8,1.7,0,-16.1,16,6,314,13.1,-17.89
1-9-2011 4:00,-16.1,86,2.7,6.3,319,OK,0,-17.8,1.7,0,-16.1,16,6,313,13.1,-17.89
1-9-2011 5:00,-16.1,86,2.7,6.7,317,OK,0,-17.8,1.7,0,-16.1,16,7,339,13.1,-17.89
1-9-2011 6:00,-16.1,86,2.7,7.2,322,OK,0,-17.8,1.7,0,-16.7,16,7,334,13.1,-17.89
1-9-2011 7:00,-16.1,86,2.7,5.4,322,OK,0,-17.8,1.7,0,-16.1,16,5,284,13.1,-17.89
1-9-2011 8:00,-16.1,85,2.7,6.7,321,OK,1,-17.8,1.7,0,-16.1,16,7,323,13.1,-18.06
1-9-2011 9:00,-15.6,85,2.7,5.4,319,OK,24,-17.8,1.7,0,-15.6,16,5,341,13.1,-17.5
1-9-2011 10:00,-14.4,85,3.1,6.3,321,OK,63,-17.8,1.7,0,-12.2,17,6,335,13.1,-16.39
1-9-2011 11:00,-12.8,84,2.7,5.8,325,OK,156,-17.8,1.7,0,-8.3,15,6,278,13.3,-14.89
1-9-2011 12:00,-12.8,86,2.7,4.9,309,OK,168,-17.8,1.7,0,-9.4,17,5,347,13.3,-14.61
1-9-2011 13:00,-12.2,87,2.2,5.8,317,OK,130,-17.8,1.7,0,-10,15,6,300,13.3,-13.94
1-9-2011 14:00,-12.2,87,2.7,6.3,320,OK,110,-17.8,1.7,0,-9.4,14,6,327,13.3,-13.94
1-9-2011 15:00,-12.2,87,2.2,4.9,326,OK,106,-17.8,1.7,0,-11.1,13,5,327,13.3,-13.94
1-9-2011 16:00,-12.8,88,2.7,6.3,322,OK,61,-17.8,1.7,0,-12.8,14,6,307,13.2,-14.33
1-9-2011 17:00,-13.3,89,2.2,6.3,313,OK,32,-17.8,1.7,0,-13.9,14,6,270,13.2,-14.78
1-9-2011 18:00,-13.9,89,1.8,4.5,317,OK,0,-17.8,1.7,0,-14.4,14,4,298,13.1,-15.28
1-9-2011 19:00,-13.9,88,2.2,5.4,319,OK,0,-17.8,1.7,0,-15.6,14,5,300,13.1,-15.44
1-9-2011 20:00,-14.4,88,1.8,4.5,325,OK,0,-17.8,1.7,0,-16.7,14,4,324,13.1,-16
1-9-2011 21:00,-14.4,88,2.2,4,317,OK,0,-17.8,1.7,0,-16.7,15,4,305,13.1,-16
1-9-2011 22:00,-14.4,88,1.8,4,315,OK,0,-17.8,1.7,0,-17.2,15,4,284,13.1,-16
1-9-2011 23:00,-14.4,88,1.3,2.7,329,OK,0,-17.8,1.7,0,-16.7,15,3,333,13.1,-16
1-10-2011 0:00,-14.4,88,1.3,3.1,345,OK,0,-17.8,1.7,0,-16.7,15,3,353,13.1,-16
1-10-2011 1:00,-14.4,88,1.3,2.7,339,OK,0,-17.8,1.7,0,-15.6,15,3,316,13.1,-16
1-10-2011 2:00,-15,87,1.3,2.7,338,OK,0,-17.8,1.7,0,-18.3,14,3,345,13,-16.67
1-10-2011 3:00,-14.4,88,0.9,2.2,341,OK,0,-17.8,1.7,0,-16.1,16,2,338,13.1,-16
1-10-2011 4:00,-14.4,88,1.3,2.2,342,OK,0,-17.8,1.7,0,-15.6,16,2,13,13.1,-16
1-10-2011 5:00,-14.4,88,0.9,1.8,327,OK,0,-17.8,1.7,0,-15,16,2,356,13.1,-16
