DATETIME,TEMP,RELH,WIND,GUST,DIR,QFLG ,SOLAR,TLKE ° C,PRECIPcum,PRECIP,FT ° C,FM gm,PEAK,PDIR,VOLT volt,DWP
3-4-2011 1:00,-2.2,40,4,5.4,181,OK,0,,19.02,0,-3.3,8,5,174,13.3,-14
3-4-2011 2:00,-0.6,33,4.5,6.7,188,OK,0,,19.02,0,-1.7,8,7,186,13.2,-14.83
3-4-2011 3:00,-0.6,33,4.5,7.6,193,OK,0,,19.02,0,-1.7,9,8,196,13.2,-14.83
3-4-2011 4:00,-0.6,35,4,7.6,192,OK,0,,19.02,0,-1.7,9,8,184,13.2,-14.11
3-4-2011 5:00,0,37,2.2,6.7,191,OK,0,,19.02,0,-1.7,9,7,211,13.2,-12.94
3-4-2011 6:00,0,37,2.2,4.5,190,OK,0,,19.02,0,-1.7,9,4,197,13.2,-12.94
3-4-2011 7:00,0,38,2.2,4,198,OK,1,,19.02,0,-1.7,9,4,220,13.2,-12.61
3-4-2011 8:00,2.2,38,2.2,4.5,202,OK,33,,19.02,0,0.6,9,4,209,13.4,-10.61
3-4-2011 9:00,5,33,2.2,4.5,203,OK,147,,19.02,0,5.6,9,4,204,14.9,-9.94
3-4-2011 10:00,6.7,31,3.1,5.4,190,OK,261,,19.02,0,9.4,9,5,209,14.3,-9.28
3-4-2011 11:00,9.4,26,3.1,5.8,177,OK,320,,19.02,0,13.9,9,6,203,14.2,-9.11
3-4-2011 12:00,9.4,27,3.1,4.9,178,OK,356,,19.02,0,14.4,9,5,183,14.2,-8.61
3-4-2011 13:00,11.1,26,2.7,4.9,181,OK,375,,19.02,0,16.7,9,5,182,14.2,-7.67
3-4-2011 14:00,12.2,26,2.7,5.8,184,OK,375,,19.02,0,17.2,9,6,188,14.2,-6.72
3-4-2011 15:00,10,29,2.2,6.3,169,OK,296,,19.02,0,13.3,8,6,183,14.1,-7.22
3-4-2011 16:00,7.8,32,2.7,4.5,163,OK,151,,19.02,0,9.4,8,4,165,14.4,-7.89
3-4-2011 17:00,6.7,37,2.7,4.9,178,OK,66,,19.02,0,6.7,8,5,184,14.1,-7
3-4-2011 18:00,5,38,3.6,4.9,178,OK,15,,19.02,0,4.4,8,5,175,13.8,-8.11
3-4-2011 19:00,3.9,43,3.1,4.5,173,OK,1,,19.02,0,3.9,8,4,161,13.6,-7.56
3-4-2011 20:00,2.8,45,3.6,5.4,180,OK,0,,19.02,0,1.7,8,5,191,13.5,-7.94
3-4-2011 21:00,3.3,44,4.9,8,190,OK,0,,19.02,0,2.2,8,8,193,13.4,-7.78
3-4-2011 22:00,3.9,53,4.9,8,191,OK,0,,19.02,0,2.8,8,8,195,13.3,-4.83
3-4-2011 23:00,3.9,65,4.9,9.4,193,OK,0,,19.02,0,2.8,8,9,193,13.3,-2.11
3-5-2011 0:00,3.9,74,4.9,11.2,193,OK,0,,19.02,0,3.3,8,11,193,13.3,-0.33
3-5-2011 1:00,3.9,72,5.4,10.7,194,OK,0,,19.02,0,2.8,8,11,204,13.3,-0.67
3-5-2011 2:00,3.9,77,5.8,11.2,198,OK,0,,19.02,0,2.8,9,11,196,13.3,0.22
3-5-2011 3:00,3.9,88,5.4,10.7,198,OK,0,,19.02,0,2.8,9,11,232,13.3,2.11
3-5-2011 4:00,4.4,87,5.4,10.3,195,OK,0,,19.02,0,3.3,10,10,203,13.2,2.44
3-5-2011 5:00,5,78,5.4,9.8,195,OK,0,,19.02,0,3.9,10,10,206,13.2,1.5
3-5-2011 6:00,5,75,4.9,11.6,197,OK,0,,19.02,0,3.9,11,12,175,13.2,0.94
3-5-2011 7:00,4.4,80,5.8,11.6,199,OK,1,,19.02,0,3.3,11,12,190,13.2,1.28
3-5-2011 8:00,4.4,84,5.4,9.8,197,OK,16,,19.02,0,4.4,11,10,214,13.2,2
3-5-2011 9:00,5.6,84,5.4,10.7,194,OK,54,,19.02,0,6.1,12,11,192,13.4,3.06
3-5-2011 10:00,6.7,88,5.8,9.4,188,OK,68,,19.02,0,7.2,12,9,171,13.6,4.83
3-5-2011 11:00,7.2,88,5.4,9.8,190,OK,95,,19.02,0,8.3,12,10,189,13.8,5.39
3-5-2011 12:00,7.2,89,4.9,10.3,185,OK,54,,19.02,0,7.8,12,10,185,13.8,5.56
3-5-2011 13:00,8.3,79,4.5,9.4,184,OK,108,,19.02,0,9.4,13,9,183,14.1,4.89
3-5-2011 14:00,8.3,83,4,10.3,191,OK,93,,19.02,0,9.4,12,10,196,14.1,5.61
3-5-2011 15:00,6.7,100,3.6,8,189,OK,45,,19.13,0.11,6.7,13,8,232,14,6.67
3-5-2011 16:00,6.1,100,3.6,7.6,185,OK,28,,19.28,0.15,5.6,17,8,193,13.8,6.11
3-5-2011 17:00,5.6,100,4,9.4,174,OK,20,,19.43,0.15,5.6,21,9,206,13.6,5.56
3-5-2011 18:00,5.6,100,4.5,6.7,177,OK,7,,19.53,0.1,5.6,23,7,192,13.5,5.56
3-5-2011 19:00,5.6,100,4.5,8,179,OK,0,,19.61,0.08,5.6,25,8,182,13.4,5.56
3-5-2011 20:00,6.1,100,4.5,7.2,180,OK,0,,19.66,0.05,5.6,25,7,172,13.3,6.11
3-5-2011 21:00,6.7,100,4,7.6,182,OK,0,,19.68,0.02,6.1,25,8,176,13.3,6.67
3-5-2011 22:00,6.7,100,4,8.5,184,OK,0,,19.68,0,6.1,25,8,211,13.3,6.67
3-5-2011 23:00,6.7,100,4,8,186,OK,0,,19.68,0,6.1,25,8,166,13.3,6.67
3-6-2011 0:00,6.7,100,4,7.6,187,OK,0,,19.68,0,6.1,25,8,179,13.2,6.67
3-6-2011 1:00,7.2,100,3.6,7.6,189,OK,0,,19.68,0,6.1,25,8,214,13.2,7.22
3-6-2011 2:00,7.2,100,4,7.6,190,OK,0,,19.68,0,6.7,26,8,203,13.2,7.22
3-6-2011 3:00,7.2,100,4,7.6,189,OK,0,,19.71,0.03,6.7,26,8,203,13.2,7.22
3-6-2011 4:00,7.2,100,4,8.9,186,OK,0,,19.74,0.03,6.7,26,9,191,13.2,7.22
3-6-2011 5:00,7.2,100,3.6,6.7,194,OK,0,,19.86,0.12,6.7,26,7,181,13.2,7.22
3-6-2011 6:00,7.2,100,3.1,7.2,199,OK,0,,20.04,0.18,6.7,26,7,162,13.2,7.22
3-6-2011 7:00,7.2,100,4,7.2,198,OK,0,,20.17,0.13,6.7,26,7,193,13.2,7.22
3-6-2011 8:00,2.2,100,3.6,8.9,332,OK,4,,20.4,0.23,2.8,25,9,189,13.2,2.22
3-6-2011 9:00,1.7,100,1.3,4.5,330,OK,17,,20.45,0.05,2.2,25,4,321,13.2,1.67
3-6-2011 10:00,1.1,100,1.8,3.1,324,OK,34,,20.62,0.17,1.7,25,3,318,13.3,1.11
3-6-2011 11:00,-0.6,100,2.7,4.5,323,OK,41,,20.68,0.06,0,26,4,326,13.4,-0.56
3-6-2011 12:00,-1.7,100,1.8,4,335,OK,53,,20.68,0,-0.6,25,4,305,13.5,-1.67
3-6-2011 13:00,-2.2,100,1.8,4.5,333,OK,32,,20.68,0,-1.7,25,4,308,13.5,-2.22
3-6-2011 14:00,-2.2,100,1.3,4,342,OK,20,,20.68,0,-2.2,24,4,14,13.5,-2.22
3-6-2011 15:00,-3.3,100,2.2,4,339,OK,10,,20.68,0,-3.3,24,4,339,13.4,-3.33
3-6-2011 16:00,-4.4,100,2.2,4.5,328,OK,9,,20.68,0,-4.4,24,4,308,13.3,-4.44
3-6-2011 17:00,-5,100,2.2,5.4,331,OK,13,,20.68,0,-4.4,23,5,352,13.2,-5
3-6-2011 18:00,-5.6,100,2.2,5.4,335,OK,6,,20.68,0,-5.6,23,5,326,13.2,-5.56
3-6-2011 19:00,-6.1,100,2.7,5.4,332,OK,0,,20.68,0,-6.1,23,5,304,13.2,-6.11
3-6-2011 20:00,-6.1,100,2.7,5.4,338,OK,0,,20.68,0,-6.1,23,5,15,13.1,-6.11
3-6-2011 21:00,-5.6,100,2.7,4.9,334,OK,0,,20.68,0,-5.6,23,5,338,13.1,-5.56
3-6-2011 22:00,-5.6,100,2.2,4.9,332,OK,0,,20.68,0,-5.6,23,5,287,13.1,-5.56
3-6-2011 23:00,-6.1,100,2.2,5.4,334,OK,0,,20.68,0,-6.1,23,5,5,13.1,-6.11
3-7-2011 0:00,-6.1,100,2.7,5.4,337,OK,0,,20.68,0,-6.1,23,5,5,13.1,-6.11
3-7-2011 1:00,-6.7,100,2.7,4.5,336,OK,0,,20.68,0,-6.7,23,4,329,13.1,-6.67
3-7-2011 2:00,-6.7,100,1.8,4.9,333,OK,0,,20.68,0,-6.7,23,5,304,13.1,-6.67
3-7-2011 3:00,-7.2,100,1.8,4,335,OK,0,,20.68,0,-7.2,22,4,339,13.1,-7.22
3-7-2011 4:00,-7.8,100,1.8,4.5,342,OK,0,,20.68,0,-7.8,22,4,337,13.1,-7.78
3-7-2011 5:00,-8.3,100,1.3,3.6,336,OK,0,,20.68,0,-8.3,21,4,343,13.1,-8.33
3-7-2011 6:00,-8.9,100,1.8,3.1,333,OK,0,,20.68,0,-8.9,21,3,342,13.1,-8.89
3-7-2011 7:00,-9.4,100,1.8,3.6,331,OK,1,,20.68,0,-10,19,4,341,13.1,-9.44
3-7-2011 8:00,-7.8,99,1.8,2.7,327,OK,23,,20.68,0,-10,21,3,320,13.1,-7.89
3-7-2011 9:00,-5.6,95,1.3,3.1,335,OK,63,,20.68,0,-4.4,24,3,306,13.3,-6.22
3-7-2011 10:00,-3.3,90,1.3,2.7,343,OK,100,,20.7,0.02,-0.6,21,3,351,15.3,-4.72
3-7-2011 11:00,-0.6,84,1.3,2.7,330,OK,141,,20.9,0.2,5.6,19,3,13,14.5,-2.94
3-7-2011 12:00,1.7,71,1.3,3.1,343,OK,247,,21.13,0.23,10,17,3,345,14.4,-3
3-7-2011 13:00,3.3,65,1.3,3.1,319,OK,434,,21.56,0.43,11.7,17,3,6,14.9,-2.61
3-7-2011 14:00,3.3,66,1.3,3.6,338,OK,445,,21.74,0.18,12.2,16,4,304,14.2,-2.39
3-7-2011 15:00,2.8,59,1.8,3.1,340,OK,411,,21.74,0,9.4,15,3,324,14.4,-4.44
3-7-2011 16:00,2.8,61,1.3,3.6,335,OK,335,,21.74,0,8.3,15,4,340,14.9,-4
3-7-2011 17:00,0,68,1.3,2.7,333,OK,186,,21.74,0,0.6,16,3,355,14.6,-5.17
3-7-2011 18:00,-2.8,87,0.9,2.2,334,OK,44,,21.74,0,-4.4,19,2,269,14.2,-4.61
3-7-2011 19:00,-3.9,93,1.3,2.2,310,OK,1,,21.74,0,-6.7,19,2,299,13.9,-4.83
3-7-2011 20:00,-3.9,99,0.9,2.2,276,OK,0,,21.74,0,-6.1,20,2,288,13.7,-4
3-7-2011 21:00,-3.9,94,1.3,1.8,170,OK,0,,21.74,0,-6.1,20,2,261,13.5,-4.72
3-7-2011 22:00,-3.3,78,1.8,1.8,156,OK,0,,21.74,0,-5.6,20,2,158,13.4,-6.61
3-7-2011 23:00,-3.3,70,1.3,2.2,146,OK,0,,21.74,0,-5.6,19,2,162,13.4,-8
3-8-2011 0:00,-2.8,44,1.8,2.2,178,OK,0,,21.74,0,-5.6,19,2,179,13.3,-13.33
3-8-2011 1:00,-2.8,44,1.8,2.7,178,OK,0,,21.74,0,-6.1,17,3,179,13.2,-13.33
3-8-2011 2:00,-2.2,40,2.7,4,175,OK,0,,21.74,0,-5.6,17,4,190,13.2,-14
3-8-2011 3:00,-3.3,46,2.7,3.1,170,OK,0,,21.74,0,-6.7,16,3,179,13.2,-13.28
3-8-2011 4:00,-3.3,47,3.1,3.6,166,OK,0,,21.74,0,-6.1,16,4,151,13.2,-13
3-8-2011 5:00,-2.8,50,3.1,4.5,177,OK,0,,21.74,0,-5.6,16,4,181,13.2,-11.72
3-8-2011 6:00,-3.3,48,3.1,4.5,176,OK,0,,21.74,0,-5.6,16,4,163,13.2,-12.78
3-8-2011 7:00,-3.3,49,2.7,4,173,OK,3,,21.74,0,-5.6,16,4,172,13.1,-12.5
3-8-2011 8:00,-2.2,48,3.1,4,176,OK,40,,21.74,0,-3.3,15,4,175,13.3,-11.72
3-8-2011 9:00,-0.6,46,2.7,3.6,169,OK,85,,21.74,0,-1.1,15,4,173,13.7,-10.72
3-8-2011 10:00,0.6,43,2.7,4,179,OK,111,,21.74,0,1.1,14,4,164,14.2,-10.56
3-8-2011 11:00,2.8,33,2.7,4.9,189,OK,174,,21.74,0,3.9,13,5,183,14.7,-11.89
3-8-2011 12:00,2.8,33,2.7,5.4,190,OK,153,,21.74,0,3.9,13,5,207,14.7,-11.89
3-8-2011 13:00,6.7,31,2.2,4.5,182,OK,265,,21.74,0,10,12,4,216,14.4,-9.28
3-8-2011 14:00,7.8,36,1.8,4.5,136,OK,272,,21.74,0,10.6,12,4,196,14.5,-6.33
3-8-2011 15:00,8.3,36,2.2,4,151,OK,407,,21.74,0,12.2,10,4,170,14.9,-5.89
3-8-2011 16:00,5,46,3.6,4.5,153,OK,299,,21.74,0,6.7,10,4,155,14.5,-5.67
3-8-2011 17:00,2.8,50,4,5.4,157,OK,221,,21.74,0,2.2,10,5,151,14.5,-6.61
3-8-2011 18:00,1.1,53,3.6,5.8,154,OK,40,,21.74,0,0,10,6,153,14.1,-7.39
3-8-2011 19:00,0.6,55,3.1,4.9,153,OK,2,,21.74,0,-0.6,10,5,157,13.8,-7.44
3-8-2011 20:00,0,54,4.5,7.2,161,OK,0,,21.74,0,-0.6,10,7,156,13.7,-8.17
3-8-2011 21:00,0,55,4.5,8.5,165,OK,0,,21.74,0,-1.1,11,8,159,13.5,-7.94
3-8-2011 22:00,-0.6,49,4.5,7.6,168,OK,0,,21.74,0,-1.7,11,8,150,13.4,-9.94
3-8-2011 23:00,0,46,4.9,7.6,164,OK,0,,21.74,0,-1.1,11,8,153,13.4,-10.22
3-9-2011 0:00,-0.6,47,5.4,7.6,165,OK,0,,21.74,0,-1.1,11,8,166,13.3,-10.44
3-9-2011 1:00,-0.6,48,5.4,7.6,165,OK,0,,21.74,0,-1.7,11,8,151,13.3,-10.22
3-9-2011 2:00,-0.6,51,5.4,6.7,167,OK,0,,21.74,0,-1.1,11,7,153,13.2,-9.44
3-9-2011 3:00,-1.1,58,4.9,6.7,163,OK,0,,21.74,0,-1.1,11,7,164,13.2,-8.33
3-9-2011 4:00,-2.2,99,4.9,7.2,164,OK,0,,21.74,0,-2.2,11,7,146,13.2,-2.33
3-9-2011 5:00,-2.2,100,3.6,6.3,173,OK,0,,21.74,0,-2.2,11,6,161,13.2,-2.22
3-9-2011 6:00,-2.2,88,4.9,8,171,OK,0,,21.74,0,-2.2,12,8,159,13.2,-3.94
3-9-2011 7:00,-1.7,75,5.4,8.5,171,OK,0,,21.74,0,-1.7,12,8,185,13.2,-5.5
3-9-2011 8:00,-2.8,100,5.4,8.5,167,OK,7,,21.74,0,-2.8,12,8,168,13.2,-2.78
3-9-2011 9:00,-2.2,100,5.8,8.5,167,OK,19,,21.74,0,-2.2,13,8,174,13.2,-2.22
3-9-2011 10:00,-2.2,100,5.4,8,171,OK,23,,21.74,0,-2.2,14,8,178,13.3,-2.22
3-9-2011 11:00,-1.7,100,5.8,8.9,168,OK,38,,21.74,0,-1.7,15,9,155,13.4,-1.67
3-9-2011 12:00,-1.1,100,6.3,8.5,164,OK,56,,21.74,0,-1.1,16,8,166,13.6,-1.11
3-9-2011 13:00,-1.1,100,4.9,8.5,159,OK,40,,21.74,0,-0.6,16,8,156,13.6,-1.11
3-9-2011 14:00,-0.6,100,3.6,6.7,159,OK,28,,21.74,0,-0.6,17,7,153,13.6,-0.56
3-9-2011 15:00,-0.6,100,4.5,7.2,160,OK,36,,21.77,0.03,0,18,7,147,13.6,-0.56
3-9-2011 16:00,0,100,4.5,6.3,161,OK,15,,21.77,0,0,20,6,154,13.5,0
3-9-2011 17:00,0.6,100,4,7.2,159,OK,10,,21.82,0.05,0,21,7,179,13.4,0.56
3-9-2011 18:00,0.6,100,5.4,8,159,OK,7,,21.87,0.05,0,23,8,149,13.3,0.56
3-9-2011 19:00,1.1,100,5.8,8.5,164,OK,0,,22,0.13,0.6,24,8,165,13.3,1.11
3-9-2011 20:00,1.7,100,5.4,9.4,163,OK,0,,22.17,0.17,1.7,24,9,176,13.2,1.67
3-9-2011 21:00,2.2,100,4.9,9.8,169,OK,0,,22.3,0.13,1.7,25,10,156,13.2,2.22
3-9-2011 22:00,2.2,100,4.5,7.2,167,OK,0,,22.43,0.13,2.2,25,7,187,13.2,2.22
3-9-2011 23:00,2.8,100,4.5,8,169,OK,0,,22.53,0.1,2.2,25,8,158,13.2,2.78
3-10-2011 0:00,3.3,100,4.5,8,168,OK,0,,22.58,0.05,2.2,25,8,178,13.2,3.33
3-10-2011 1:00,3.3,100,5.4,7.6,163,OK,0,,22.58,0,2.8,25,8,167,13.1,3.33
3-10-2011 2:00,3.3,100,4.5,8,168,OK,0,,22.58,0,2.8,25,8,171,13.2,3.33
3-10-2011 3:00,3.3,100,4.9,7.6,164,OK,0,,22.61,0.03,2.8,25,8,188,13.2,3.33
3-10-2011 4:00,3.9,100,4.9,7.2,164,OK,0,,22.63,0.02,2.8,25,7,162,13.2,3.89
3-10-2011 5:00,3.9,100,4,6.7,165,OK,0,,22.66,0.03,2.8,25,7,157,13.2,3.89
3-10-2011 6:00,3.3,100,4,6.3,161,OK,0,,22.66,0,2.8,25,6,155,13.2,3.33
3-10-2011 7:00,3.9,100,4,6.3,167,OK,0,,22.66,0,3.3,26,6,152,13.2,3.89
3-10-2011 8:00,4.4,100,2.7,4.9,161,OK,12,,22.66,0,3.9,25,5,147,13.2,4.44
3-10-2011 9:00,5,100,3.1,5.4,175,OK,32,,22.68,0.02,4.4,25,5,212,13.3,5
3-10-2011 10:00,6.1,100,3.6,6.3,171,OK,70,,22.68,0,5.6,25,6,174,13.5,6.11
3-10-2011 11:00,6.1,100,3.1,5.8,161,OK,57,,22.68,0,5.6,26,6,193,13.6,6.11
3-10-2011 12:00,5.6,100,3.1,5.4,155,OK,63,,22.68,0,5.6,25,5,155,13.7,5.56
3-10-2011 13:00,5.6,100,3.6,5.4,150,OK,51,,22.68,0,5,25,5,159,13.7,5.56
3-10-2011 14:00,6.1,100,3.1,5.4,176,OK,27,,22.76,0.08,5.6,26,5,149,13.6,6.11
3-10-2011 15:00,2.2,100,4,8.9,303,OK,14,,23.22,0.46,1.7,25,9,308,13.5,2.22
3-10-2011 16:00,1.7,100,3.1,6.7,297,OK,45,,23.37,0.15,1.1,25,7,293,13.6,1.67
3-10-2011 17:00,0.6,100,2.2,5.4,307,OK,15,,23.44,0.07,0,26,5,306,13.4,0.56
3-10-2011 18:00,0,100,2.7,6.7,319,OK,11,,23.47,0.03,0,26,7,294,13.3,0
3-10-2011 19:00,0,100,1.8,5.4,329,OK,0,,23.47,0,0,26,5,274,13.3,0
3-10-2011 20:00,-0.6,100,1.8,4.5,304,OK,0,,23.47,0,0,26,4,342,13.2,-0.56
3-10-2011 21:00,-0.6,100,1.8,3.1,313,OK,0,,23.47,0,-0.6,26,3,299,13.2,-0.56
3-10-2011 22:00,-1.1,100,2.7,5.4,295,OK,0,,23.47,0,-1.1,26,5,282,13.2,-1.11
3-10-2011 23:00,-2.2,100,2.7,6.3,303,OK,0,,23.47,0,-2.2,26,6,291,13.2,-2.22
3-11-2011 0:00,-3.9,100,3.1,7.6,294,OK,0,,23.47,0,-3.9,25,8,276,13.2,-3.89
3-11-2011 1:00,-4.4,100,2.7,6.7,295,OK,0,,23.47,0,-4.4,24,7,285,13.1,-4.44
3-11-2011 2:00,-4.4,100,3.1,6.7,302,OK,0,,23.47,0,-4.4,24,7,301,13.1,-4.44
3-11-2011 3:00,-4.4,100,2.7,6.7,299,OK,0,,23.47,0,-4.4,24,7,271,13.1,-4.44
3-11-2011 4:00,-5,100,2.7,6.3,296,OK,0,,23.47,0,-5,24,6,274,13.1,-5
3-11-2011 5:00,-5,100,2.7,6.3,307,OK,0,,23.47,0,-5,24,6,279,13.1,-5
3-11-2011 6:00,-5.6,100,2.7,5.4,301,OK,0,,23.47,0,-5.6,23,5,299,13.1,-5.56
3-11-2011 7:00,-5.6,100,2.7,6.7,302,OK,0,,23.47,0,-5.6,23,7,276,13.1,-5.56
3-11-2011 8:00,-5.6,100,2.2,6.3,301,OK,2,,23.47,0,-5.6,23,6,294,13.1,-5.56
3-11-2011 9:00,-5,100,2.2,5.8,307,OK,8,,23.47,0,-5,23,6,253,13.1,-5
3-11-2011 10:00,-3.9,100,2.2,5.8,302,OK,23,,23.47,0,-3.3,23,6,304,13.2,-3.89
3-11-2011 11:00,-3.9,100,3.1,6.3,300,OK,32,,23.47,0,-2.8,23,6,285,13.2,-3.89
3-11-2011 12:00,-2.8,99,3.1,6.3,303,OK,42,,23.47,0,-2.2,23,6,317,13.3,-2.89
3-11-2011 13:00,-3.3,100,3.1,6.7,306,OK,33,,23.47,0,-3.3,23,7,259,13.3,-3.33
3-11-2011 14:00,-4.4,100,3.6,7.2,299,OK,20,,23.47,0,-3.9,23,7,311,13.2,-4.44
3-11-2011 15:00,-3.9,100,3.1,7.2,293,OK,27,,23.47,0,-3.3,22,7,284,13.2,-3.89
3-11-2011 16:00,-5,100,3.1,7.2,295,OK,10,,23.47,0,-5,23,7,298,13.2,-5
3-11-2011 17:00,-5.6,100,2.7,7.2,308,OK,7,,23.47,0,-5,23,7,277,13.1,-5.56
3-11-2011 18:00,-5.6,100,2.7,8.5,303,OK,2,,23.47,0,-5.6,23,8,294,13.1,-5.56
3-11-2011 19:00,-5.6,100,3.6,7.6,308,OK,0,,23.47,0,-5.6,23,8,317,13.1,-5.56
3-11-2011 20:00,-5.6,100,2.7,6.3,317,OK,0,,23.47,0,-5.6,23,6,330,13.1,-5.56
3-11-2011 21:00,-4.4,100,3.1,5.8,305,OK,0,,23.47,0,-4.4,24,6,301,13.1,-4.44
3-11-2011 22:00,-3.9,100,3.1,6.3,308,OK,0,,23.47,0,-3.9,24,6,292,13.1,-3.89
3-11-2011 23:00,-3.3,100,2.7,5.8,308,OK,0,,23.47,0,-3.3,24,6,308,13.1,-3.33
3-12-2011 0:00,-3.3,100,2.7,6.3,305,OK,0,,23.47,0,-3.3,24,6,236,13.1,-3.33
3-12-2011 1:00,-3.3,100,2.7,7.2,312,OK,0,,23.47,0,-3.3,24,7,336,13.1,-3.33
3-12-2011 2:00,-3.9,100,3.1,5.8,302,OK,0,,23.47,0,-3.9,24,6,304,13.1,-3.89
3-12-2011 3:00,-3.9,100,2.7,5.8,303,OK,0,,23.47,0,-3.9,24,6,295,13.1,-3.89
3-12-2011 4:00,-3.9,100,2.7,5.8,304,OK,0,,23.47,0,-3.9,24,6,292,13.1,-3.89
3-12-2011 5:00,-4.4,100,2.7,6.3,306,OK,0,,23.47,0,-5,23,6,303,13.1,-4.44
3-12-2011 6:00,-4.4,100,2.7,6.3,300,OK,0,,23.47,0,-5.6,23,6,275,13.1,-4.44
3-12-2011 7:00,-3.3,100,3.1,6.7,301,OK,1,,23.47,0,-4.4,24,7,280,13.1,-3.33
3-12-2011 8:00,0,95,3.1,7.2,297,OK,20,,23.47,0,-2.2,25,7,277,13.2,-0.72
3-12-2011 9:00,2.8,86,4.5,9.4,287,OK,77,,23.52,0.05,1.7,24,9,277,14.9,0.67
3-12-2011 10:00,4.4,71,5.4,11.6,284,OK,277,,23.67,0.15,5,21,12,271,14.4,-0.33
3-12-2011 11:00,6.7,64,5.4,11.2,278,OK,349,,24.21,0.54,9.4,21,11,273,14.4,0.33
3-12-2011 12:00,8.3,58,4.5,9.8,282,OK,405,,24.28,0.07,11.7,21,10,254,15.1,0.56
3-12-2011 13:00,10,52,4.5,10.3,279,OK,419,,24.28,0,12.8,21,10,243,14.6,0.61
3-12-2011 14:00,10.6,47,4.5,8.9,290,OK,422,,24.28,0,13.3,20,9,255,14.7,-0.28
3-12-2011 15:00,10.6,38,4.9,12.5,286,OK,393,,24.28,0,13.3,19,13,284,14.8,-3.17
3-12-2011 16:00,10.6,36,4.9,10.3,287,OK,340,,24.28,0,12.2,17,10,275,14.7,-3.89
3-12-2011 17:00,10,34,4.9,12.5,294,OK,227,,24.28,0,8.9,16,13,277,14.4,-5.17
3-12-2011 18:00,8.3,38,4,12.1,290,OK,44,,24.28,0,6.1,14,12,310,13.9,-5.17
3-12-2011 19:00,7.8,38,4,10.3,282,OK,3,,24.28,0,5,13,10,254,13.6,-5.67
3-12-2011 20:00,7.2,35,4,7.2,292,OK,0,,24.28,0,4.4,13,7,273,13.5,-7.22
3-12-2011 21:00,7.2,38,4,9.4,288,OK,0,,24.28,0,4.4,12,9,267,13.4,-6.17
3-12-2011 22:00,7.2,41,4.9,10.3,283,OK,0,,24.28,0,4.4,12,10,247,13.3,-5.17
3-12-2011 23:00,6.7,43,4,9.4,297,OK,0,,24.28,0,3.9,11,9,262,13.3,-5
3-13-2011 0:00,6.1,42,4.5,9.4,310,OK,0,,24.28,0,3.9,11,9,300,13.3,-5.83
3-13-2011 1:00,3.3,63,3.1,9.4,317,OK,0,,24.28,0,1.7,11,9,258,13.3,-3.06
3-13-2011 3:00,1.7,100,3.6,8,318,OK,0,,24.28,0,1.1,11,8,288,13.3,1.67
3-13-2011 4:00,0.6,100,4.5,8.9,320,OK,0,,24.28,0,0.6,12,9,337,13.2,0.56
3-13-2011 5:00,0,100,4.5,9.8,311,OK,0,,24.28,0,0,13,10,305,13.2,0
3-13-2011 6:00,-0.6,100,4.5,11.2,313,OK,0,,24.28,0,-1.1,15,11,307,13.2,-0.56
3-13-2011 7:00,-1.1,100,3.6,8.9,314,OK,0,,24.28,0,-1.1,16,9,339,13.2,-1.11
3-13-2011 8:00,-1.7,100,3.6,7.6,309,OK,1,,24.28,0,-1.1,16,8,296,13.2,-1.67
3-13-2011 9:00,-1.1,100,3.6,9.4,304,OK,34,,24.28,0,-0.6,17,9,283,13.3,-1.11
3-13-2011 10:00,-0.6,98,3.1,8,308,OK,65,,24.28,0,0.6,17,8,280,13.5,-0.83
3-13-2011 11:00,2.2,84,3.6,8.9,303,OK,209,,24.28,0,5.6,17,9,285,14.4,-0.22
3-13-2011 12:00,3.3,80,3.6,6.7,306,OK,281,,24.28,0,7.8,16,7,295,14.4,0.22
3-13-2011 13:00,4.4,77,3.6,7.2,302,OK,368,,24.28,0,10.6,14,7,285,14.3,0.78
3-13-2011 14:00,6.1,66,3.1,8.5,301,OK,424,,24.28,0,12.8,12,8,275,14.2,0.22
3-13-2011 15:00,5.6,68,3.1,7.2,319,OK,418,,24.28,0,11.7,12,7,307,15,0.11
3-13-2011 16:00,5.6,68,3.1,7.2,319,OK,360,,24.28,0,10.6,11,7,266,14.8,0.11
3-13-2011 17:00,5.6,66,2.7,5.8,300,OK,326,,24.28,0,10,10,6,279,14.6,-0.28
3-13-2011 18:00,2.2,80,2.2,5.4,316,OK,231,,24.28,0,4.4,10,5,332,14.4,-0.89
3-13-2011 19:00,0,91,2.7,4.9,323,OK,33,,24.28,0,0,11,5,296,14,-1.28
3-13-2011 20:00,-1.7,96,2.7,6.7,323,OK,2,,24.28,0,-1.7,12,7,328,13.7,-2.22
3-13-2011 21:00,-1.7,96,2.2,5.4,325,OK,0,,24.28,0,-1.7,12,5,316,13.6,-2.22
3-13-2011 22:00,-2.2,98,1.8,4.5,328,OK,0,,24.28,0,-2.2,13,4,337,13.5,-2.5
3-13-2011 23:00,-2.8,97,1.8,4.9,323,OK,0,,24.28,0,-2.8,14,5,12,13.4,-3.17
3-14-2011 0:00,-3.3,97,1.8,4.5,329,OK,0,,24.28,0,-3.3,14,4,336,13.3,-3.72
3-14-2011 1:00,-3.3,98,1.8,4,329,OK,0,,24.28,0,-3.3,15,4,348,13.3,-3.61
