DATETIME,DATE,HOUR,DAY,TEMP,RELH,WIND,GUST,DIR,QFLG ,SOLAR,PRECIPcum,PRECIP,PEAK,PEAKDIR,DWP
3-18-2012 22:00,3-18-2012,22,18,12.2,86,2.7,4,67,OK,0,29.59,0,4,69,9.94
3-18-2012 23:00,3-18-2012,23,18,11.7,89,2.7,4.5,68,OK,0,29.59,0,4,67,9.89
3-19-2012 0:00,3-19-2012,0,19,11.1,89,2.7,4.9,71,OK,0,29.59,0,5,77,9.39
3-19-2012 1:00,3-19-2012,1,19,11.1,87,2.2,4.5,76,OK,0,29.59,0,4,73,9.06
3-19-2012 2:00,3-19-2012,2,19,10,96,2.2,6.3,106,OK,0,29.59,0,6,87,9.39
3-19-2012 3:00,3-19-2012,3,19,10,93,2.7,5.8,105,OK,0,29.59,0,6,93,8.94
3-19-2012 4:00,3-19-2012,4,19,9.4,94,2.7,4.9,90,OK,0,29.79,0.2,5,76,8.5
3-19-2012 5:00,3-19-2012,5,19,9.4,94,1.8,4.9,93,OK,0,29.92,0.13,5,89,8.5
3-19-2012 6:00,3-19-2012,6,19,9.4,96,2.2,4,124,OK,0,30.25,0.33,4,91,8.83
3-19-2012 7:00,3-19-2012,7,19,9.4,98,1.3,2.2,140,OK,0,30.4,0.15,2,152,9.17
3-19-2012 8:00,3-19-2012,8,19,10,98,1.8,3.1,133,OK,6,30.53,0.13,3,187,9.72
3-19-2012 9:00,3-19-2012,9,19,11.1,94,1.8,3.1,109,OK,100,30.56,0.03,3,94,10.17
3-19-2012 10:00,3-19-2012,10,19,15,78,2.2,4.5,78,OK,327,30.56,0,4,82,11.17
3-19-2012 11:00,3-19-2012,11,19,16.1,76,2.2,5.4,84,OK,560,30.56,0,5,80,11.89
3-19-2012 12:00,3-19-2012,12,19,17.2,69,2.2,4.5,116,OK,672,30.56,0,4,88,11.5
3-19-2012 13:00,3-19-2012,13,19,17.2,65,1.8,4.9,124,OK,701,30.56,0,5,86,10.56
3-19-2012 14:00,3-19-2012,14,19,19.4,52,2.2,4.9,116,OK,867,30.56,0,5,170,9.33
3-19-2012 15:00,3-19-2012,15,19,20.6,48,1.8,5.4,97,OK,792,30.56,0,5,86,9.17
3-19-2012 16:00,3-19-2012,16,19,20.6,36,2.7,5.8,120,OK,845,30.56,0,6,89,4.94
3-19-2012 17:00,3-19-2012,17,19,19.4,46,2.2,5.4,126,OK,391,30.56,0,5,83,7.5
3-19-2012 18:00,3-19-2012,18,19,18.3,55,1.8,4.5,117,OK,393,30.56,0,4,97,9.11
3-19-2012 19:00,3-19-2012,19,19,16.1,65,0.9,3.1,84,OK,40,30.56,0,3,108,9.5
3-19-2012 20:00,3-19-2012,20,19,15.6,70,1.3,1.8,128,OK,3,30.56,0,2,117,10.11
3-19-2012 21:00,3-19-2012,21,19,15.6,70,0.9,2.2,132,OK,0,30.56,0,2,102,10.11
3-19-2012 22:00,3-19-2012,22,19,14.4,73,0.9,2.7,92,OK,0,30.56,0,3,81,9.67
3-19-2012 23:00,3-19-2012,23,19,13.3,79,0.9,2.2,66,OK,0,30.56,0,2,48,9.78
3-20-2012 0:00,3-20-2012,0,20,13.3,81,1.8,2.7,65,OK,0,30.56,0,3,63,10.17
3-20-2012 1:00,3-20-2012,1,20,13.3,82,1.8,3.1,70,OK,0,30.56,0,3,68,10.33
3-20-2012 2:00,3-20-2012,2,20,13.3,83,1.3,2.7,78,OK,0,30.56,0,3,67,10.5
3-20-2012 3:00,3-20-2012,3,20,13.9,81,1.8,3.1,86,OK,0,30.56,0,3,98,10.67
3-20-2012 4:00,3-20-2012,4,20,13.9,83,2.2,3.6,97,OK,0,30.56,0,4,80,11.06
3-20-2012 5:00,3-20-2012,5,20,13.9,83,1.8,3.6,92,OK,0,30.56,0,4,90,11.06
3-20-2012 6:00,3-20-2012,6,20,13.9,77,1.3,2.7,97,OK,0,30.56,0,3,92,9.94
3-20-2012 7:00,3-20-2012,7,20,13.3,81,0.9,2.2,85,OK,0,30.56,0,2,86,10.17
3-20-2012 8:00,3-20-2012,8,20,13.3,80,0,1.8,85,OK,11,30.56,0,2,115,9.94
3-20-2012 9:00,3-20-2012,9,20,17.2,61,0.9,2.2,122,OK,120,30.56,0,2,108,9.61
3-20-2012 10:00,3-20-2012,10,20,19.4,54,1.3,2.2,109,OK,328,30.56,0,2,107,9.89
3-20-2012 11:00,3-20-2012,11,20,20.6,51,1.3,2.7,41,OK,541,30.56,0,3,97,10.06
3-20-2012 12:00,3-20-2012,12,20,22.2,44,1.8,3.1,49,OK,716,30.56,0,3,35,9.39
3-20-2012 13:00,3-20-2012,13,20,22.8,43,1.8,4,47,OK,757,30.56,0,4,21,9.56
3-20-2012 14:00,3-20-2012,14,20,20,47,0.9,3.6,55,OK,468,30.56,0,4,41,8.33
3-20-2012 15:00,3-20-2012,15,20,17.2,85,1.8,3.1,44,OK,338,30.86,0.3,3,57,14.67
3-20-2012 16:00,3-20-2012,16,20,13.3,94,0.9,2.7,0,OK,102,32.46,1.6,3,359,12.39
3-20-2012 17:00,3-20-2012,17,20,13.3,91,0.4,1.8,0,OK,38,32.64,0.18,2,333,11.89
3-20-2012 18:00,3-20-2012,18,20,16.1,75,1.3,2.2,0,OK,233,32.64,0,2,329,11.67
3-20-2012 19:00,3-20-2012,19,20,13.9,89,1.3,3.1,0,OK,122,32.64,0,3,327,12.11
3-20-2012 20:00,3-20-2012,20,20,12.8,91,2.2,4,0,OK,10,32.64,0,4,327,11.33
3-20-2012 21:00,3-20-2012,21,20,12.2,94,1.3,3.6,0,OK,0,32.64,0,4,328,11.28
3-20-2012 22:00,3-20-2012,22,20,12.2,93,2.2,3.1,0,OK,0,32.64,0,3,329,11.11
3-20-2012 23:00,3-20-2012,23,20,12.2,93,2.2,4,0,OK,0,32.64,0,4,328,11.11
3-21-2012 0:00,3-21-2012,0,21,11.7,95,2.7,3.6,0,OK,0,32.64,0,4,330,10.89
3-21-2012 1:00,3-21-2012,1,21,11.7,95,2.7,3.6,0,OK,0,32.64,0,4,331,10.89
3-21-2012 2:00,3-21-2012,2,21,11.7,97,2.7,4,0,OK,0,32.64,0,4,334,11.22
3-21-2012 3:00,3-21-2012,3,21,11.1,93,2.7,3.6,0,OK,0,32.64,0,4,337,10
3-21-2012 4:00,3-21-2012,4,21,10.6,96,2.7,4,0,OK,0,32.64,0,4,330,9.94
3-21-2012 5:00,3-21-2012,5,21,10.6,95,1.8,3.1,0,OK,0,32.64,0,3,332,9.78
3-21-2012 6:00,3-21-2012,6,21,10.6,94,1.3,2.7,0,OK,0,32.66,0.02,3,331,9.61
3-21-2012 7:00,3-21-2012,7,21,11.1,91,0.9,1.8,0,OK,0,32.66,0,2,334,9.72
3-21-2012 8:00,3-21-2012,8,21,11.1,89,1.3,1.8,0,OK,13,32.66,0,2,334,9.39
3-21-2012 9:00,3-21-2012,9,21,13.9,80,1.3,1.8,0,OK,154,32.66,0,2,334,10.5
3-21-2012 10:00,3-21-2012,10,21,14.4,83,1.8,3.1,0,OK,369,32.66,0,3,330,11.61
3-21-2012 11:00,3-21-2012,11,21,15.6,79,2.2,3.1,0,OK,526,32.66,0,3,336,11.94
3-21-2012 12:00,3-21-2012,12,21,17.2,72,2.2,3.6,0,OK,726,32.66,0,4,335,12.11
3-21-2012 13:00,3-21-2012,13,21,19.4,61,2.2,4,5,OK,892,32.66,0,4,7,11.72
3-21-2012 14:00,3-21-2012,14,21,17.2,68,2.2,4.5,18,OK,630,32.66,0,4,18,11.28
3-21-2012 15:00,3-21-2012,15,21,18.3,65,3.1,4.5,25,OK,681,32.66,0,4,27,11.61
3-21-2012 16:00,3-21-2012,16,21,18.3,70,2.7,4.5,30,OK,717,32.66,0,4,30,12.78
3-22-2012 13:00,3-22-2012,13,22,,,,,,N/A,,32.66,0,,,
3-23-2012 3:00,3-23-2012,3,23,,,0.9,,,N/A,,32.66,0,,,
3-23-2012 11:00,3-23-2012,11,23,20.6,44,1.8,3.1,0,N/A,595,32.66,0,3,346,7.89
3-23-2012 12:00,3-23-2012,12,23,21.7,40,1.8,4,0,OK,676,32.66,0,4,338,7.5
3-23-2012 13:00,3-23-2012,13,23,23.3,38,1.3,4,0,OK,713,32.66,0,4,338,8.22
3-23-2012 14:00,3-23-2012,14,23,24.4,34,2.2,3.6,0,OK,928,32.66,0,4,337,7.56
3-23-2012 15:00,3-23-2012,15,23,21.7,47,2.2,4.5,0,OK,517,32.66,0,4,338,9.83
3-23-2012 16:00,3-23-2012,16,23,23.3,42,2.7,4.5,0,OK,495,32.66,0,4,338,9.67
3-23-2012 17:00,3-23-2012,17,23,23.3,44,2.2,4.5,0,OK,563,32.66,0,4,335,10.39
3-23-2012 18:00,3-23-2012,18,23,20,52,2.2,4,0,OK,252,32.66,0,4,336,9.83
3-23-2012 19:00,3-23-2012,19,23,16.7,69,2.7,6.3,0,OK,49,32.66,0,6,334,10.94
3-23-2012 20:00,3-23-2012,20,23,16.1,67,2.2,3.6,0,OK,2,32.66,0,4,337,10
3-23-2012 21:00,3-23-2012,21,23,16.1,67,3.1,4.5,0,OK,0,32.66,0,4,333,10
3-23-2012 22:00,3-23-2012,22,23,16.1,71,3.1,4.5,0,OK,0,32.66,0,4,333,10.83
3-23-2012 23:00,3-23-2012,23,23,14.4,86,2.7,4,0,OK,0,32.69,0.03,4,332,12.11
3-24-2012 0:00,3-24-2012,0,24,14.4,84,2.2,4,0,OK,0,32.69,0,4,4,11.78
3-24-2012 1:00,3-24-2012,1,24,12.8,94,1.8,4.9,3,OK,0,32.72,0.03,5,347,11.83
3-24-2012 2:00,3-24-2012,2,24,12.8,95,2.2,3.1,4,OK,0,32.72,0,3,1,12
3-24-2012 3:00,3-24-2012,3,24,12.2,97,0.4,2.2,13,OK,0,32.87,0.15,2,4,11.78
3-24-2012 4:00,3-24-2012,4,24,12.2,99,1.8,3.1,0,OK,0,33.2,0.33,3,350,12.06
3-24-2012 5:00,3-24-2012,5,24,11.7,99,1.8,3.1,0,OK,0,33.43,0.23,3,346,11.5
3-24-2012 6:00,3-24-2012,6,24,11.1,99,1.8,2.2,0,OK,0,33.48,0.05,2,341,10.94
3-24-2012 7:00,3-24-2012,7,24,11.1,99,2.2,3.6,0,OK,0,33.53,0.05,4,340,10.94
3-24-2012 8:00,3-24-2012,8,24,11.1,99,2.2,3.6,0,OK,8,33.53,0,4,336,10.94
3-24-2012 9:00,3-24-2012,9,24,11.1,98,1.3,4,0,OK,23,33.6,0.07,4,336,10.83
3-24-2012 10:00,3-24-2012,10,24,8.9,98,3.1,6.7,0,OK,42,33.78,0.18,7,2,8.61
3-24-2012 11:00,3-24-2012,11,24,9.4,99,1.8,4.9,0,OK,102,33.86,0.08,5,4,9.28
3-24-2012 12:00,3-24-2012,12,24,9.4,95,1.8,4,0,OK,106,33.86,0,4,343,8.67
3-24-2012 13:00,3-24-2012,13,24,10,94,1.3,3.1,0,OK,129,33.88,0.02,3,344,9.06
3-24-2012 14:00,3-24-2012,14,24,10,94,1.8,4.5,0,OK,124,33.88,0,4,336,9.06
3-24-2012 15:00,3-24-2012,15,24,11.7,85,1.3,4.5,0,OK,207,33.88,0,4,337,9.22
3-24-2012 16:00,3-24-2012,16,24,12.2,74,1.3,3.1,0,OK,213,33.88,0,3,343,7.72
3-24-2012 17:00,3-24-2012,17,24,13.3,65,0.9,3.1,0,OK,249,33.88,0,3,344,6.89
3-24-2012 18:00,3-24-2012,18,24,13.3,71,0.9,1.8,0,OK,216,33.88,0,2,335,8.17
3-24-2012 19:00,3-24-2012,19,24,12.2,72,0.9,1.3,0,OK,81,33.88,0,1,335,7.33
3-24-2012 20:00,3-24-2012,20,24,8.9,93,2.2,4.9,0,OK,6,33.88,0,5,350,7.83
3-24-2012 21:00,3-24-2012,21,24,7.8,96,1.8,4,0,OK,0,33.91,0.03,4,339,7.17
3-24-2012 22:00,3-24-2012,22,24,8.3,91,2.2,3.1,0,OK,0,33.91,0,3,333,6.94
3-24-2012 23:00,3-24-2012,23,24,8.9,98,1.8,2.7,0,OK,0,33.91,0,3,333,8.61
3-25-2012 0:00,3-25-2012,0,25,9.4,99,2.2,3.6,0,OK,0,33.91,0,4,335,9.28
3-25-2012 1:00,3-25-2012,1,25,9.4,99,2.2,4,0,OK,0,33.91,0,4,335,9.28
3-25-2012 2:00,3-25-2012,2,25,9.4,100,1.3,2.7,0,OK,0,33.91,0,3,336,9.44
3-25-2012 3:00,3-25-2012,3,25,8.9,100,0.9,2.7,0,OK,0,33.91,0,3,334,8.89
3-25-2012 4:00,3-25-2012,4,25,8.3,100,0.4,0.9,0,OK,0,33.91,0,1,344,8.33
3-25-2012 5:00,3-25-2012,5,25,8.3,100,1.3,1.8,1,OK,0,33.91,0,2,342,8.33
3-25-2012 6:00,3-25-2012,6,25,7.8,100,0.9,2.2,1,OK,0,33.91,0,2,353,7.78
3-25-2012 7:00,3-25-2012,7,25,7.8,100,1.3,1.8,0,OK,0,33.91,0,2,0,7.78
3-25-2012 8:00,3-25-2012,8,25,7.8,100,1.3,2.2,1,OK,10,33.91,0,2,353,7.78
3-25-2012 9:00,3-25-2012,9,25,8.3,100,2.2,4.9,1,OK,62,33.91,0,5,0,8.33
3-25-2012 10:00,3-25-2012,10,25,9.4,100,1.3,4.5,3,OK,137,33.91,0,4,357,9.44
3-25-2012 11:00,3-25-2012,11,25,11.7,90,2.2,3.6,5,OK,359,33.91,0,4,354,10.06
3-25-2012 12:00,3-25-2012,12,25,12.2,82,1.8,4.5,4,OK,359,33.91,0,4,12,9.22
3-25-2012 13:00,3-25-2012,13,25,12.8,81,2.2,4,8,OK,371,33.91,0,4,6,9.61
3-25-2012 14:00,3-25-2012,14,25,14.4,68,2.2,4.5,19,OK,545,33.91,0,4,34,8.61
3-25-2012 15:00,3-25-2012,15,25,14.4,70,2.2,4.5,22,OK,413,33.91,0,4,52,9.06
3-25-2012 16:00,3-25-2012,16,25,13.9,70,2.2,5.8,47,OK,291,33.91,0,6,7,8.5
3-25-2012 17:00,3-25-2012,17,25,11.1,83,1.8,5.4,51,OK,151,33.91,0,5,7,8.33
3-25-2012 18:00,3-25-2012,18,25,9.4,97,1.8,4.5,40,OK,29,33.96,0.05,4,53,9
3-25-2012 19:00,3-25-2012,19,25,9.4,99,2.7,4.5,9,OK,8,34.09,0.13,4,97,9.28
3-25-2012 20:00,3-25-2012,20,25,9.4,100,2.2,4.9,4,OK,1,34.11,0.02,5,356,9.44
3-25-2012 21:00,3-25-2012,21,25,8.9,100,2.7,5.8,7,OK,0,34.14,0.03,6,10,8.89
3-25-2012 22:00,3-25-2012,22,25,8.9,100,3.1,6.3,3,OK,0,34.14,0,6,357,8.89
3-25-2012 23:00,3-25-2012,23,25,8.3,100,2.7,6.3,2,OK,0,34.14,0,6,355,8.33
3-26-2012 0:00,3-26-2012,0,26,8.3,100,2.2,5.4,3,OK,0,34.14,0,5,2,8.33
3-26-2012 1:00,3-26-2012,1,26,7.2,100,2.7,6.7,3,OK,0,34.14,0,7,0,7.22
3-26-2012 2:00,3-26-2012,2,26,6.7,100,2.2,5.8,2,OK,0,34.14,0,6,358,6.67
3-26-2012 3:00,3-26-2012,3,26,5.6,97,3.6,6.7,5,OK,0,34.14,0,7,16,5.11
3-26-2012 4:00,3-26-2012,4,26,5.6,95,3.6,6.7,7,OK,0,34.14,0,7,358,4.83
3-26-2012 5:00,3-26-2012,5,26,5.6,94,3.1,6.7,6,OK,0,34.14,0,7,357,4.67
3-26-2012 6:00,3-26-2012,6,26,5,96,2.2,5.8,22,OK,0,34.14,0,6,356,4.39
3-26-2012 7:00,3-26-2012,7,26,4.4,94,3.1,5.4,14,OK,0,34.14,0,5,0,3.56
3-26-2012 8:00,3-26-2012,8,26,3.9,91,3.1,5.8,11,OK,36,34.14,0,6,10,2.56
3-26-2012 9:00,3-26-2012,9,26,5,66,2.7,6.3,48,OK,198,34.14,0,6,28,-0.83
3-26-2012 10:00,3-26-2012,10,26,5.6,64,3.1,6.7,73,OK,424,34.14,0,7,28,-0.72
3-26-2012 11:00,3-26-2012,11,26,6.1,47,3.6,7.6,86,OK,659,34.14,0,8,2,-4.33
3-26-2012 12:00,3-26-2012,12,26,6.7,44,3.1,6.3,83,OK,779,34.14,0,6,32,-4.72
3-26-2012 13:00,3-26-2012,13,26,6.7,51,2.7,7.2,86,OK,950,34.14,0,7,104,-2.78
3-26-2012 14:00,3-26-2012,14,26,5.6,51,3.6,7.2,95,OK,1005,34.14,0,7,81,-3.78
3-26-2012 15:00,3-26-2012,15,26,6.7,46,3.1,7.2,71,OK,964,34.14,0,7,64,-4.11
3-26-2012 16:00,3-26-2012,16,26,6.1,38,3.6,8.9,81,OK,854,34.14,0,9,10,-7.17
3-26-2012 17:00,3-26-2012,17,26,6.1,35,3.1,6.7,77,OK,689,34.14,0,7,53,-8.22
3-26-2012 18:00,3-26-2012,18,26,3.9,45,3.6,7.2,80,OK,470,34.14,0,7,48,-6.94
3-26-2012 19:00,3-26-2012,19,26,1.7,38,3.1,7.6,96,OK,110,34.14,0,8,19,-11.11
3-26-2012 20:00,3-26-2012,20,26,-0.6,51,3.1,6.3,93,OK,13,34.14,0,6,3,-9.44
3-26-2012 21:00,3-26-2012,21,26,-1.7,53,3.1,6.3,75,OK,0,34.14,0,6,104,-10
3-26-2012 22:00,3-26-2012,22,26,-2.8,59,2.2,7.6,84,OK,0,34.14,0,8,10,-9.67
3-26-2012 23:00,3-26-2012,23,26,-3.3,60,3.1,6.3,94,OK,0,34.14,0,6,83,-10
3-27-2012 0:00,3-27-2012,0,27,-4.4,62,2.2,6.7,74,OK,0,34.14,0,7,15,-10.61
3-27-2012 1:00,3-27-2012,1,27,-5,64,1.8,4.9,86,OK,0,34.14,0,5,77,-10.72
3-27-2012 2:00,3-27-2012,2,27,-6.1,64,2.2,4,87,OK,0,34.14,0,4,20,-11.78
3-27-2012 3:00,3-27-2012,3,27,-6.7,67,1.3,2.7,84,OK,0,34.14,0,3,85,-11.78
3-27-2012 4:00,3-27-2012,4,27,-7.2,65,0.9,2.2,71,OK,0,34.14,0,2,135,-12.67
3-27-2012 5:00,3-27-2012,5,27,-7.8,64,0.9,1.8,26,OK,0,34.14,0,2,12,-13.39
3-27-2012 6:00,3-27-2012,6,27,-7.8,62,0.9,2.2,114,OK,0,34.14,0,2,18,-13.78
3-27-2012 7:00,3-27-2012,7,27,-8.3,63,0.9,1.8,30,OK,0,34.14,0,2,105,-14.11
3-27-2012 8:00,3-27-2012,8,27,-6.7,54,0.4,2.2,36,OK,23,34.14,0,2,88,-14.39
3-27-2012 9:00,3-27-2012,9,27,-2.8,31,0.9,2.2,42,OK,196,34.14,0,2,50,-17.56
3-27-2012 10:00,3-27-2012,10,27,1.1,19,1.3,2.2,45,OK,456,34.14,0,2,48,-19.94
3-27-2012 11:00,3-27-2012,11,27,4.4,20,1.3,2.2,52,OK,700,34.14,0,2,35,-16.56
3-27-2012 12:00,3-27-2012,12,27,7.2,19,1.3,3.1,44,OK,815,34.14,0,3,36,-14.83
3-27-2012 13:00,3-27-2012,13,27,9.4,13,1.3,3.1,46,OK,986,34.14,0,3,37,-17.61
3-27-2012 14:00,3-27-2012,14,27,11.7,13,1.8,3.1,67,OK,1017,34.14,0,3,84,-15.83
3-27-2012 15:00,3-27-2012,15,27,12.2,13,1.8,4.5,85,OK,974,34.14,0,4,84,-15.39
3-27-2012 16:00,3-27-2012,16,27,13.3,13,1.8,4.5,85,OK,867,34.14,0,4,8,-14.5
3-27-2012 17:00,3-27-2012,17,27,14.4,9,1.8,4.5,90,OK,658,34.14,0,4,71,-18.06
3-27-2012 18:00,3-27-2012,18,27,11.7,13,2.2,4.9,95,OK,295,34.14,0,5,72,-15.83
3-27-2012 19:00,3-27-2012,19,27,10,18,1.8,4,105,OK,118,34.14,0,4,80,-13.22
3-27-2012 20:00,3-27-2012,20,27,8.3,18,1.3,2.7,107,OK,13,34.14,0,3,108,-14.61
3-27-2012 21:00,3-27-2012,21,27,7.8,21,1.3,3.1,68,OK,0,34.14,0,3,73,-13.17
3-27-2012 22:00,3-27-2012,22,27,8.9,20,2.7,4.9,63,OK,0,34.14,0,5,65,-12.83
3-27-2012 23:00,3-27-2012,23,27,9.4,22,2.2,4.9,63,OK,0,34.14,0,5,64,-11.22
3-28-2012 0:00,3-28-2012,0,28,9.4,22,2.7,5.8,68,OK,0,34.14,0,6,77,-11.22
3-28-2012 1:00,3-28-2012,1,28,10.6,19,2.7,6.3,73,OK,0,34.14,0,6,72,-12.11
3-28-2012 2:00,3-28-2012,2,28,11.1,21,3.1,7.2,74,OK,0,34.14,0,7,75,-10.39
3-28-2012 3:00,3-28-2012,3,28,11.1,23,3.1,8,83,OK,0,34.14,0,8,72,-9.22
3-28-2012 4:00,3-28-2012,4,28,11.7,27,4,8.5,84,OK,0,34.14,0,8,79,-6.72
3-28-2012 5:00,3-28-2012,5,28,11.7,37,4,9.4,85,OK,0,34.14,0,9,83,-2.56
3-28-2012 6:00,3-28-2012,6,28,11.7,51,4.5,9.4,94,OK,0,34.14,0,9,79,1.89
3-28-2012 7:00,3-28-2012,7,28,11.7,54,4.5,10.7,92,OK,0,34.14,0,11,84,2.67
3-28-2012 8:00,3-28-2012,8,28,12.2,58,4.5,11.2,99,OK,21,34.14,0,11,109,4.22
3-28-2012 9:00,3-28-2012,9,28,13.3,58,5.4,12.5,96,OK,170,34.14,0,13,83,5.22
3-28-2012 10:00,3-28-2012,10,28,15.6,55,5.4,11.6,104,OK,408,34.14,0,12,85,6.56
3-28-2012 11:00,3-28-2012,11,28,16.7,54,6.3,12.1,104,OK,654,34.14,0,12,87,7.33
3-28-2012 12:00,3-28-2012,12,28,18.3,49,4.9,10.7,109,OK,741,34.14,0,11,117,7.44
3-28-2012 13:00,3-28-2012,13,28,18.3,52,5.8,12.1,105,OK,893,34.14,0,12,106,8.28
3-28-2012 14:00,3-28-2012,14,28,15.6,61,4,9.4,102,OK,123,34.14,0,9,84,8.06
3-28-2012 15:00,3-28-2012,15,28,10.6,98,2.2,8.5,24,OK,94,35.2,1.06,8,93,10.28
3-28-2012 16:00,3-28-2012,16,28,10.6,99,3.6,8.5,7,OK,35,36.09,0.89,8,2,10.39
3-28-2012 17:00,3-28-2012,17,28,12.8,98,3.6,8.9,8,OK,299,36.09,0,9,3,12.44
3-28-2012 18:00,3-28-2012,18,28,13.3,86,4,9.8,14,OK,190,36.09,0,10,8,11.06
3-28-2012 19:00,3-28-2012,19,28,13.3,79,4,10.3,15,OK,74,36.09,0,10,13,9.78
3-28-2012 20:00,3-28-2012,20,28,12.8,88,4,11.2,10,OK,10,36.09,0,11,15,10.83
3-28-2012 21:00,3-28-2012,21,28,12.2,91,3.6,8,14,OK,0,36.09,0,8,10,10.78
3-28-2012 22:00,3-28-2012,22,28,11.7,66,3.6,8,12,OK,0,36.09,0,8,5,5.5
3-28-2012 23:00,3-28-2012,23,28,11.1,51,4,11.6,64,OK,0,36.09,0,12,35,1.33
3-29-2012 0:00,3-29-2012,0,29,10,51,4,7.6,33,OK,0,36.09,0,8,44,0.33
3-29-2012 1:00,3-29-2012,1,29,9.4,49,4,8.9,12,OK,0,36.09,0,9,32,-0.72
3-29-2012 2:00,3-29-2012,2,29,8.3,55,3.6,9.4,16,OK,0,36.09,0,9,22,-0.17
3-29-2012 3:00,3-29-2012,3,29,7.2,60,3.1,6.7,20,OK,0,36.09,0,7,32,0
3-29-2012 4:00,3-29-2012,4,29,6.1,78,3.1,7.2,18,OK,0,36.09,0,7,16,2.56
3-29-2012 5:00,3-29-2012,5,29,5,84,3.1,7.2,19,OK,0,36.09,0,7,27,2.5
3-29-2012 6:00,3-29-2012,6,29,3.9,91,3.6,7.2,16,OK,0,36.09,0,7,14,2.56
3-29-2012 7:00,3-29-2012,7,29,2.8,93,3.6,6.7,19,OK,0,36.09,0,7,11,1.78
3-29-2012 8:00,3-29-2012,8,29,2.2,93,3.1,8.5,14,OK,16,36.09,0,8,6,1.22
3-29-2012 9:00,3-29-2012,9,29,2.2,89,4,7.2,19,OK,74,36.09,0,7,20,0.61
3-29-2012 10:00,3-29-2012,10,29,2.8,88,3.6,7.2,22,OK,165,36.09,0,7,14,1
3-29-2012 11:00,3-29-2012,11,29,5,77,3.6,6.7,36,OK,493,36.09,0,7,12,1.33
3-29-2012 12:00,3-29-2012,12,29,7.2,70,3.1,8.9,18,OK,819,36.09,0,9,21,2.11
3-29-2012 13:00,3-29-2012,13,29,8.9,60,3.6,6.7,11,OK,998,36.09,0,7,0,1.56
3-29-2012 14:00,3-29-2012,14,29,9.4,60,3.6,8,15,OK,1032,36.09,0,8,6,2.06
3-29-2012 15:00,3-29-2012,15,29,10.6,48,3.1,7.2,13,OK,984,36.09,0,7,10,0
3-29-2012 16:00,3-29-2012,16,29,11.1,49,2.7,6.7,12,OK,884,36.09,0,7,20,0.78
3-29-2012 17:00,3-29-2012,17,29,11.7,44,2.2,5.4,13,OK,706,36.09,0,5,6,-0.17
3-29-2012 18:00,3-29-2012,18,29,10,48,2.7,5.4,11,OK,441,36.09,0,5,5,-0.5
3-29-2012 19:00,3-29-2012,19,29,7.8,55,2.2,5.4,17,OK,120,36.09,0,5,7,-0.72
3-29-2012 20:00,3-29-2012,20,29,5.6,64,1.8,5.4,23,OK,9,36.09,0,5,4,-0.72
3-29-2012 21:00,3-29-2012,21,29,4.4,66,1.3,2.7,33,OK,0,36.09,0,3,27,-1.33
3-29-2012 22:00,3-29-2012,22,29,4.4,69,0.9,2.2,63,OK,0,36.09,0,2,13,-0.72
3-29-2012 23:00,3-29-2012,23,29,3.9,70,1.3,2.2,18,OK,0,36.09,0,2,8,-1.06
3-30-2012 0:00,3-30-2012,0,30,4.4,68,2.2,3.6,3,OK,0,36.09,0,4,4,-0.94
3-30-2012 1:00,3-30-2012,1,30,4.4,67,2.2,4,9,OK,0,36.09,0,4,7,-1.17
3-30-2012 2:00,3-30-2012,2,30,5,67,2.2,4,3,OK,0,36.09,0,4,2,-0.61
3-30-2012 3:00,3-30-2012,3,30,5,68,2.2,3.6,8,OK,0,36.09,0,4,7,-0.39
3-30-2012 4:00,3-30-2012,4,30,5.6,68,1.8,3.1,5,OK,0,36.09,0,3,7,0.11
3-30-2012 5:00,3-30-2012,5,30,5.6,69,1.8,3.1,6,OK,0,36.09,0,3,2,0.33
3-30-2012 6:00,3-30-2012,6,30,5.6,68,0.9,2.7,0,OK,0,36.09,0,3,14,0.11
3-30-2012 7:00,3-30-2012,7,30,5.6,67,1.8,4,0,OK,0,36.09,0,4,353,-0.11
3-30-2012 8:00,3-30-2012,8,30,7.2,61,2.2,4.5,10,OK,32,36.09,0,4,359,0.22
3-30-2012 9:00,3-30-2012,9,30,7.2,66,1.3,4,0,OK,72,36.09,0,4,5,1.28
3-30-2012 10:00,3-30-2012,10,30,7.8,64,1.3,3.1,8,OK,86,36.09,0,3,13,1.39
3-30-2012 11:00,3-30-2012,11,30,8.9,75,2.2,3.6,1,OK,225,36.09,0,4,4,4.72
3-30-2012 12:00,3-30-2012,12,30,7.8,81,2.7,5.4,0,OK,144,36.09,0,5,0,4.72
3-30-2012 13:00,3-30-2012,13,30,7.8,91,2.2,5.4,0,OK,137,36.09,0,5,351,6.39
3-30-2012 14:00,3-30-2012,14,30,12.8,80,2.7,5.4,6,OK,383,36.12,0.03,5,353,9.39
3-30-2012 15:00,3-30-2012,15,30,13.3,69,2.7,6.3,7,OK,386,36.12,0,6,7,7.78
3-30-2012 16:00,3-30-2012,16,30,16.1,56,2.7,7.2,6,OK,526,36.12,0,7,8,7.33
3-30-2012 17:00,3-30-2012,17,30,15,64,2.7,6.7,8,OK,487,36.12,0,7,0,8.22
