DATETIME,DATE,HOUR,DAY,TEMP,RELH,WIND,GUST,DIR,QFLG ,SOLAR,PRECIPcum,PRECIP,PEAK,PEAKDIR,DWP
1-3-2012 9:00,1-3-2012,9,3,-13.3,84,3.1,5.8,132,OK,28,0.27,0,6,149,-15.44
1-3-2012 10:00,1-3-2012,10,3,-13.3,83,3.1,6.3,131,OK,59,0.27,0,6,108,-15.61
1-3-2012 11:00,1-3-2012,11,3,-12.2,83,3.1,6.7,123,OK,106,0.27,0,7,133,-14.5
1-3-2012 12:00,1-3-2012,12,3,-12.8,83,3.1,6.3,123,OK,107,0.27,0,6,91,-15.06
1-3-2012 13:00,1-3-2012,13,3,-13.3,82,3.6,6.7,126,OK,110,0.27,0,7,167,-15.72
1-3-2012 14:00,1-3-2012,14,3,-13.9,82,3.6,7.6,129,OK,148,0.27,0,8,90,-16.28
1-3-2012 15:00,1-3-2012,15,3,-14.4,82,3.6,7.2,129,OK,73,0.27,0,7,105,-16.83
1-3-2012 16:00,1-3-2012,16,3,-15,82,3.6,7.6,131,OK,51,0.27,0,8,127,-17.39
1-3-2012 17:00,1-3-2012,17,3,-15,82,3.1,6.7,132,OK,13,0.27,0,7,133,-17.39
1-3-2012 18:00,1-3-2012,18,3,-15.6,82,3.1,6.7,127,OK,0,0.27,0,7,120,-17.89
1-3-2012 19:00,1-3-2012,19,3,-15.6,82,3.1,6.3,120,OK,0,0.27,0,6,86,-17.89
1-3-2012 20:00,1-3-2012,20,3,-15.6,82,2.7,6.7,133,OK,0,0.27,0,7,97,-17.89
1-3-2012 21:00,1-3-2012,21,3,-15.6,82,3.1,6.3,136,OK,0,0.27,0,6,86,-17.89
1-3-2012 22:00,1-3-2012,22,3,-15.6,82,2.7,4.9,129,OK,0,0.27,0,5,110,-17.89
1-3-2012 23:00,1-3-2012,23,3,-15.6,82,2.2,5.4,123,OK,0,0.27,0,5,88,-17.89
1-4-2012 0:00,1-4-2012,0,4,-16.1,81,1.8,4.9,126,OK,0,0.27,0,5,94,-18.61
1-4-2012 1:00,1-4-2012,1,4,-16.1,81,1.8,4.9,124,OK,0,0.27,0,5,99,-18.61
1-4-2012 2:00,1-4-2012,2,4,-15.6,82,1.8,4.5,122,OK,0,0.27,0,4,132,-17.89
1-4-2012 3:00,1-4-2012,3,4,-15,83,1.8,4,118,OK,0,0.27,0,4,102,-17.22
1-4-2012 4:00,1-4-2012,4,4,-14.4,83,1.8,4.5,111,OK,0,0.27,0,4,120,-16.67
1-4-2012 5:00,1-4-2012,5,4,-14.4,83,2.2,4.5,117,OK,0,0.27,0,4,85,-16.67
1-4-2012 6:00,1-4-2012,6,4,-14.4,84,2.2,5.8,116,OK,0,0.27,0,6,113,-16.56
1-4-2012 7:00,1-4-2012,7,4,-13.9,84,2.7,5.4,93,OK,0,0.27,0,5,84,-16
1-4-2012 8:00,1-4-2012,8,4,-13.3,84,3.1,6.7,91,OK,5,0.27,0,7,85,-15.44
1-4-2012 9:00,1-4-2012,9,4,-12.8,84,1.8,4.5,78,OK,62,0.27,0,4,79,-14.89
1-4-2012 10:00,1-4-2012,10,4,-11.1,85,2.7,5.4,87,OK,146,0.27,0,5,95,-13.11
1-4-2012 11:00,1-4-2012,11,4,-9.4,83,3.1,6.7,91,OK,283,0.27,0,7,87,-11.78
1-4-2012 12:00,1-4-2012,12,4,-7.2,75,3.1,7.2,92,OK,344,0.27,0,7,93,-10.89
1-4-2012 13:00,1-4-2012,13,4,-6.7,69,4,9.4,93,OK,325,0.27,0,9,81,-11.39
1-4-2012 14:00,1-4-2012,14,4,-4.4,64,4,9.4,93,OK,342,0.27,0,9,76,-10.22
1-4-2012 15:00,1-4-2012,15,4,-3.9,58,3.1,8.5,99,OK,241,0.27,0,8,84,-10.94
1-4-2012 16:00,1-4-2012,16,4,-5,61,2.7,6.7,114,OK,112,0.27,0,7,93,-11.33
1-4-2012 17:00,1-4-2012,17,4,-5.6,57,3.6,8.5,111,OK,38,0.27,0,8,97,-12.72
1-4-2012 18:00,1-4-2012,18,4,-7.2,90,3.1,8.9,93,OK,1,0.27,0,9,91,-8.56
1-4-2012 19:00,1-4-2012,19,4,-6.7,92,3.1,7.2,97,OK,0,0.27,0,7,93,-7.72
1-4-2012 20:00,1-4-2012,20,4,-6.1,93,4.5,9.8,102,OK,0,0.27,0,10,109,-7.06
1-4-2012 21:00,1-4-2012,21,4,-5.6,91,4.9,9.8,109,OK,0,0.27,0,10,97,-6.78
1-4-2012 22:00,1-4-2012,22,4,-5,86,4,11.2,112,OK,0,0.27,0,11,117,-7
1-4-2012 23:00,1-4-2012,23,4,-5,80,4.5,12.1,114,OK,0,0.27,0,12,100,-7.89
1-5-2012 0:00,1-5-2012,0,5,-5,81,4,8.5,127,OK,0,0.27,0,8,83,-7.72
1-5-2012 1:00,1-5-2012,1,5,-5,82,4,8.9,130,OK,0,0.27,0,9,100,-7.61
1-5-2012 2:00,1-5-2012,2,5,-5.6,85,3.6,8.9,134,OK,0,0.27,0,9,122,-7.67
1-5-2012 3:00,1-5-2012,3,5,-5.6,87,3.6,8,131,OK,0,0.27,0,8,136,-7.39
1-5-2012 4:00,1-5-2012,4,5,-5.6,89,3.6,8.9,131,OK,0,0.27,0,9,98,-7.06
1-5-2012 5:00,1-5-2012,5,5,-5.6,90,4,8.5,121,OK,0,0.27,0,8,113,-6.94
1-5-2012 6:00,1-5-2012,6,5,-5.6,92,4,9.4,130,OK,0,0.27,0,9,109,-6.67
1-5-2012 7:00,1-5-2012,7,5,-6.1,94,4,8.5,128,OK,0,0.27,0,8,112,-6.94
1-5-2012 8:00,1-5-2012,8,5,-6.1,95,4,7.2,125,OK,2,0.27,0,7,102,-6.78
1-5-2012 9:00,1-5-2012,9,5,-5.6,91,4,9.8,124,OK,71,0.27,0,10,120,-6.78
1-5-2012 10:00,1-5-2012,10,5,-4.4,84,3.6,8.5,125,OK,194,0.27,0,8,79,-6.72
1-5-2012 11:00,1-5-2012,11,5,-2.8,77,3.6,7.2,125,OK,423,0.27,0,7,115,-6.22
1-5-2012 12:00,1-5-2012,12,5,-1.7,67,3.1,7.2,131,OK,402,0.27,0,7,108,-7
1-5-2012 13:00,1-5-2012,13,5,-0.6,62,3.6,6.7,125,OK,515,0.27,0,7,112,-6.94
1-5-2012 14:00,1-5-2012,14,5,0,55,3.6,7.2,124,OK,543,0.5,0.23,7,97,-7.94
1-5-2012 15:00,1-5-2012,15,5,-0.6,56,3.1,6.7,129,OK,404,0.5,0,7,116,-8.22
1-5-2012 16:00,1-5-2012,16,5,-1.7,58,3.1,6.7,122,OK,122,0.58,0.08,7,86,-8.83
1-5-2012 17:00,1-5-2012,17,5,-2.2,62,3.1,4.9,116,OK,37,0.58,0,5,105,-8.5
1-5-2012 18:00,1-5-2012,18,5,-2.8,61,3.1,6.3,109,OK,3,0.58,0,6,117,-9.22
1-5-2012 19:00,1-5-2012,19,5,-2.2,49,3.6,7.2,105,OK,0,0.58,0,7,87,-11.5
1-5-2012 20:00,1-5-2012,20,5,-1.7,48,4,7.2,100,OK,0,0.58,0,7,96,-11.22
1-5-2012 21:00,1-5-2012,21,5,-0.6,55,4.5,8.9,104,OK,0,0.58,0,9,100,-8.5
1-5-2012 22:00,1-5-2012,22,5,0.6,57,4.5,7.6,111,OK,0,0.58,0,8,91,-6.94
1-5-2012 23:00,1-5-2012,23,5,0,56,4.5,9.4,110,OK,0,0.58,0,9,81,-7.72
1-6-2012 0:00,1-6-2012,0,6,0,58,4.9,9.8,106,OK,0,0.58,0,10,91,-7.28
1-6-2012 1:00,1-6-2012,1,6,0,57,4.5,9.8,108,OK,0,0.58,0,10,94,-7.5
1-6-2012 2:00,1-6-2012,2,6,0.6,58,4.5,11.2,109,OK,0,0.58,0,11,91,-6.72
1-6-2012 3:00,1-6-2012,3,6,0,60,4,10.7,115,OK,0,0.58,0,11,107,-6.83
1-6-2012 4:00,1-6-2012,4,6,0.6,60,4.9,10.3,106,OK,0,0.58,0,10,86,-6.28
1-6-2012 5:00,1-6-2012,5,6,0.6,61,4.5,10.7,107,OK,0,0.58,0,11,98,-6.11
1-6-2012 6:00,1-6-2012,6,6,0.6,62,4,9.4,109,OK,0,0.58,0,9,85,-5.89
1-6-2012 7:00,1-6-2012,7,6,1.1,60,4.5,11.2,111,OK,0,0.58,0,11,98,-5.78
1-6-2012 8:00,1-6-2012,8,6,1.7,61,3.6,8.9,111,OK,3,0.58,0,9,109,-5.06
1-6-2012 9:00,1-6-2012,9,6,2.8,56,4,8.9,104,OK,40,0.58,0,9,112,-5.11
1-6-2012 10:00,1-6-2012,10,6,5.6,50,3.1,7.6,109,OK,204,0.58,0,8,90,-4.06
1-6-2012 11:00,1-6-2012,11,6,7.8,45,3.6,7.6,111,OK,460,0.63,0.05,8,82,-3.39
1-6-2012 12:00,1-6-2012,12,6,8.9,42,3.1,8.9,108,OK,562,0.69,0.06,9,98,-3.33
1-6-2012 13:00,1-6-2012,13,6,10,40,4,8.5,104,OK,600,0.69,0,8,88,-3
1-6-2012 14:00,1-6-2012,14,6,10,37,3.6,8.9,118,OK,568,0.69,0,9,128,-4
1-6-2012 15:00,1-6-2012,15,6,9.4,36,3.6,8.9,119,OK,466,0.69,0,9,94,-4.89
1-6-2012 16:00,1-6-2012,16,6,8.9,38,3.1,7.6,112,OK,129,0.69,0,8,84,-4.67
1-6-2012 17:00,1-6-2012,17,6,7.8,38,2.7,6.7,106,OK,24,0.69,0,7,97,-5.67
1-6-2012 18:00,1-6-2012,18,6,7.2,36,3.6,7.6,93,OK,2,0.69,0,8,90,-6.83
1-6-2012 19:00,1-6-2012,19,6,7.2,37,3.6,7.6,96,OK,0,0.69,0,8,84,-6.5
1-6-2012 20:00,1-6-2012,20,6,6.7,38,3.1,6.7,104,OK,0,0.69,0,7,98,-6.67
1-6-2012 21:00,1-6-2012,21,6,6.7,40,3.6,8.5,112,OK,0,0.69,0,8,108,-6
1-6-2012 22:00,1-6-2012,22,6,6.7,39,4.5,9.4,115,OK,0,0.69,0,9,94,-6.28
1-6-2012 23:00,1-6-2012,23,6,6.1,38,4.9,8.9,115,OK,0,0.69,0,9,100,-7.17
1-7-2012 0:00,1-7-2012,0,7,5.6,39,4.9,10.3,114,OK,0,0.69,0,10,100,-7.28
1-7-2012 1:00,1-7-2012,1,7,5,45,4.5,9.8,118,OK,0,0.69,0,10,83,-5.94
1-7-2012 2:00,1-7-2012,2,7,5,50,4,10.3,114,OK,0,0.69,0,10,102,-4.56
1-7-2012 3:00,1-7-2012,3,7,5,63,4.5,11.2,110,OK,0,0.69,0,11,93,-1.44
1-7-2012 4:00,1-7-2012,4,7,5.6,73,4.5,10.3,118,OK,0,0.69,0,10,107,1.11
1-7-2012 5:00,1-7-2012,5,7,5.6,80,4.5,9.8,118,OK,0,0.69,0,10,120,2.39
1-7-2012 6:00,1-7-2012,6,7,5.6,86,4.5,9.8,116,OK,0,0.69,0,10,96,3.39
1-7-2012 7:00,1-7-2012,7,7,5,89,4,9.4,121,OK,0,0.69,0,9,120,3.33
1-7-2012 8:00,1-7-2012,8,7,5,92,3.6,8.5,117,OK,2,0.69,0,8,95,3.83
1-7-2012 9:00,1-7-2012,9,7,5.6,93,3.6,7.6,111,OK,23,0.69,0,8,98,4.5
1-7-2012 10:00,1-7-2012,10,7,5.6,90,4.5,9.4,118,OK,60,0.69,0,9,101,4.06
1-7-2012 11:00,1-7-2012,11,7,5.6,93,4,8.9,116,OK,87,0.69,0,9,99,4.5
1-7-2012 12:00,1-7-2012,12,7,5.6,95,4,11.2,122,OK,72,0.69,0,11,109,4.83
1-7-2012 13:00,1-7-2012,13,7,6.1,85,3.6,8.5,126,OK,129,0.69,0,8,108,3.78
1-7-2012 14:00,1-7-2012,14,7,7.2,69,3.1,8.9,130,OK,187,0.69,0,9,96,1.94
1-7-2012 15:00,1-7-2012,15,7,7.2,56,3.6,7.2,131,OK,442,0.69,0,7,110,-0.94
1-7-2012 16:00,1-7-2012,16,7,5.6,60,2.7,8.5,141,OK,151,0.69,0,8,120,-1.61
1-7-2012 17:00,1-7-2012,17,7,3.9,54,2.7,6.3,137,OK,44,0.69,0,6,106,-4.56
1-7-2012 18:00,1-7-2012,18,7,2.8,58,2.2,6.3,131,OK,2,0.69,0,6,101,-4.67
1-7-2012 19:00,1-7-2012,19,7,1.7,63,2.2,4.9,144,OK,0,0.69,0,5,102,-4.61
1-7-2012 20:00,1-7-2012,20,7,1.1,59,2.7,6.7,138,OK,0,0.69,0,7,101,-6
1-7-2012 21:00,1-7-2012,21,7,0,55,2.2,6.3,135,OK,0,0.69,0,6,122,-7.94
1-7-2012 22:00,1-7-2012,22,7,-1.1,61,1.3,4.5,141,OK,0,0.69,0,4,107,-7.67
1-7-2012 23:00,1-7-2012,23,7,-1.7,69,1.8,3.1,148,OK,0,0.69,0,3,126,-6.61
1-8-2012 0:00,1-8-2012,0,8,-2.2,76,1.8,3.1,136,OK,0,0.69,0,3,127,-5.89
1-8-2012 1:00,1-8-2012,1,8,-2.8,81,1.8,4,145,OK,0,0.69,0,4,94,-5.56
1-8-2012 2:00,1-8-2012,2,8,-2.8,85,1.3,3.6,130,OK,0,0.69,0,4,110,-4.94
1-8-2012 3:00,1-8-2012,3,8,-2.2,85,1.8,3.6,121,OK,0,0.69,0,4,107,-4.39
1-8-2012 4:00,1-8-2012,4,8,-2.8,86,1.8,4,132,OK,0,0.69,0,4,107,-4.78
1-8-2012 5:00,1-8-2012,5,8,-2.8,89,1.3,3.1,149,OK,0,0.69,0,3,130,-4.33
1-8-2012 6:00,1-8-2012,6,8,-3.3,90,1.8,4,144,OK,0,0.69,0,4,106,-4.72
1-8-2012 7:00,1-8-2012,7,8,-3.3,92,1.8,4.5,140,OK,0,0.69,0,4,96,-4.44
1-8-2012 8:00,1-8-2012,8,8,-3.3,93,1.8,3.1,140,OK,1,0.69,0,3,240,-4.28
1-8-2012 9:00,1-8-2012,9,8,-3.3,91,1.8,4,133,OK,34,0.69,0,4,100,-4.61
1-8-2012 10:00,1-8-2012,10,8,-2.2,88,1.8,6.3,137,OK,103,0.69,0,6,106,-3.94
1-8-2012 11:00,1-8-2012,11,8,-1.7,81,1.8,4.5,121,OK,171,0.69,0,4,114,-4.5
1-8-2012 12:00,1-8-2012,12,8,0,70,2.2,4.9,110,OK,393,0.69,0,5,91,-4.83
1-8-2012 13:00,1-8-2012,13,8,1.7,65,2.2,5.8,120,OK,607,0.69,0,6,101,-4.22
1-8-2012 14:00,1-8-2012,14,8,0.6,67,2.2,4.9,110,OK,544,0.69,0,5,96,-4.83
1-8-2012 15:00,1-8-2012,15,8,1.1,64,2.2,5.8,132,OK,455,0.69,0,6,95,-4.94
1-8-2012 16:00,1-8-2012,16,8,0,62,2.2,4.5,133,OK,148,0.69,0,4,149,-6.39
1-8-2012 17:00,1-8-2012,17,8,-1.7,72,1.8,2.7,141,OK,34,0.69,0,3,118,-6.06
1-8-2012 18:00,1-8-2012,18,8,-2.8,81,1.3,2.7,146,OK,2,0.69,0,3,110,-5.56
1-8-2012 19:00,1-8-2012,19,8,-3.3,83,1.3,1.8,109,OK,0,0.69,0,2,106,-5.78
1-8-2012 20:00,1-8-2012,20,8,-2.8,81,1.3,2.7,85,OK,0,0.69,0,3,94,-5.56
1-8-2012 21:00,1-8-2012,21,8,-2.8,68,1.3,2.7,77,OK,0,0.69,0,3,91,-7.83
1-8-2012 22:00,1-8-2012,22,8,-2.2,53,1.3,3.1,85,OK,0,0.69,0,3,70,-10.5
1-8-2012 23:00,1-8-2012,23,8,-1.7,62,2.2,3.1,70,OK,0,0.69,0,3,68,-8
1-9-2012 0:00,1-9-2012,0,9,-1.7,52,1.3,3.6,73,OK,0,0.69,0,4,66,-10.22
1-9-2012 1:00,1-9-2012,1,9,-1.7,57,0.9,1.8,62,OK,0,0.69,0,2,75,-9.06
1-9-2012 2:00,1-9-2012,2,9,-2.2,62,1.3,1.8,63,OK,0,0.69,0,2,65,-8.5
1-9-2012 3:00,1-9-2012,3,9,-2.2,68,0.9,1.8,63,OK,0,0.69,0,2,63,-7.33
1-9-2012 4:00,1-9-2012,4,9,-2.8,76,1.3,2.2,61,OK,0,0.69,0,2,61,-6.39
1-9-2012 5:00,1-9-2012,5,9,-2.8,77,0.9,2.2,79,OK,0,0.69,0,2,59,-6.22
1-9-2012 6:00,1-9-2012,6,9,-1.7,72,1.8,3.1,72,OK,0,0.69,0,3,66,-6.06
1-9-2012 7:00,1-9-2012,7,9,-1.1,75,2.2,4.5,72,OK,0,0.69,0,4,70,-4.94
1-9-2012 8:00,1-9-2012,8,9,-1.1,80,3.1,6.3,72,OK,5,0.69,0,6,73,-4.11
1-9-2012 9:00,1-9-2012,9,9,0,78,1.8,5.8,71,OK,62,0.69,0,6,72,-3.39
1-9-2012 10:00,1-9-2012,10,9,1.7,72,1.8,4.5,77,OK,157,0.69,0,4,64,-2.83
1-9-2012 11:00,1-9-2012,11,9,1.7,75,1.8,3.6,76,OK,156,0.69,0,4,74,-2.28
1-9-2012 12:00,1-9-2012,12,9,1.7,73,2.7,4.9,77,OK,146,0.69,0,5,96,-2.67
1-9-2012 13:00,1-9-2012,13,9,1.7,71,3.1,6.3,89,OK,230,0.69,0,6,69,-3
1-9-2012 14:00,1-9-2012,14,9,2.2,75,1.8,5.8,84,OK,210,0.69,0,6,92,-1.72
1-9-2012 15:00,1-9-2012,15,9,1.7,81,1.8,4.9,82,OK,170,0.69,0,5,87,-1.22
1-9-2012 16:00,1-9-2012,16,9,2.2,75,1.8,4.5,89,OK,183,0.69,0,4,115,-1.72
1-9-2012 17:00,1-9-2012,17,9,0.6,83,2.2,4.5,109,OK,54,0.69,0,4,95,-2
1-9-2012 18:00,1-9-2012,18,9,0,93,2.2,6.3,111,OK,2,0.69,0,6,106,-1
1-9-2012 19:00,1-9-2012,19,9,-0.6,95,2.7,6.3,111,OK,0,0.69,0,6,101,-1.28
1-9-2012 20:00,1-9-2012,20,9,-1.1,96,3.1,6.3,109,OK,0,0.69,0,6,85,-1.67
1-9-2012 21:00,1-9-2012,21,9,-1.7,96,3.6,7.6,128,OK,0,0.69,0,8,125,-2.22
1-9-2012 22:00,1-9-2012,22,9,-1.7,96,3.1,6.7,117,OK,0,0.69,0,7,165,-2.22
1-9-2012 23:00,1-9-2012,23,9,-2.2,96,3.6,7.2,119,OK,0,0.69,0,7,109,-2.78
1-10-2012 0:00,1-10-2012,0,10,-2.2,97,3.6,7.6,122,OK,0,0.69,0,8,95,-2.61
1-10-2012 1:00,1-10-2012,1,10,-2.2,97,4,7.6,121,OK,0,0.69,0,8,108,-2.61
1-10-2012 2:00,1-10-2012,2,10,-2.2,98,4,8.5,124,OK,0,0.69,0,8,93,-2.5
1-10-2012 3:00,1-10-2012,3,10,-2.8,95,3.6,7.6,129,OK,0,0.69,0,8,120,-3.44
1-10-2012 4:00,1-10-2012,4,10,-2.8,87,3.6,8,131,OK,0,0.69,0,8,121,-4.61
1-10-2012 5:00,1-10-2012,5,10,-2.8,88,3.6,8.5,137,OK,0,0.69,0,8,97,-4.5
1-10-2012 6:00,1-10-2012,6,10,-3.3,86,3.6,7.2,132,OK,0,0.69,0,7,171,-5.33
1-10-2012 7:00,1-10-2012,7,10,-3.3,87,3.6,6.3,145,OK,0,0.69,0,6,120,-5.17
1-10-2012 8:00,1-10-2012,8,10,-3.9,89,3.1,6.7,139,OK,4,0.69,0,7,112,-5.44
1-10-2012 9:00,1-10-2012,9,10,-2.8,88,2.7,5.8,128,OK,46,0.69,0,6,58,-4.5
1-10-2012 10:00,1-10-2012,10,10,-0.6,79,2.7,7.2,122,OK,216,0.69,0,7,103,-3.72
1-10-2012 11:00,1-10-2012,11,10,1.1,75,2.7,6.3,123,OK,469,0.69,0,6,109,-2.83
1-10-2012 12:00,1-10-2012,12,10,1.7,70,3.1,6.7,122,OK,574,0.69,0,7,109,-3.22
1-10-2012 13:00,1-10-2012,13,10,2.2,67,2.7,6.3,122,OK,580,0.69,0,6,96,-3.28
1-10-2012 14:00,1-10-2012,14,10,2.8,64,3.1,5.8,116,OK,558,0.69,0,6,107,-3.33
1-10-2012 15:00,1-10-2012,15,10,3.3,62,2.7,6.3,125,OK,455,0.69,0,6,91,-3.22
1-10-2012 16:00,1-10-2012,16,10,2.2,67,2.7,5.4,117,OK,151,0.69,0,5,102,-3.28
1-10-2012 17:00,1-10-2012,17,10,0.6,73,2.2,5.4,113,OK,30,0.69,0,5,95,-3.72
1-10-2012 18:00,1-10-2012,18,10,-0.6,80,1.8,4,135,OK,2,0.69,0,4,102,-3.56
1-10-2012 19:00,1-10-2012,19,10,-1.1,82,1.8,2.7,138,OK,0,0.69,0,3,112,-3.78
1-10-2012 20:00,1-10-2012,20,10,-1.1,82,2.2,3.6,118,OK,0,0.69,0,4,107,-3.78
1-10-2012 21:00,1-10-2012,21,10,-1.1,79,2.7,4.5,100,OK,0,0.69,0,4,91,-4.28
1-10-2012 22:00,1-10-2012,22,10,-1.7,81,1.8,4.5,82,OK,0,0.69,0,4,94,-4.5
