DATETIME,TEMP,RELH,WIND,GUST,DIR,QFLG ,SOLAR,PRECIPcum,PRECIP,PEAK m/s,PDIR,VOLT volt,DWP
1-4-2010 4:00,-15.6,85,2.2,5.4,324,OK,0,134.29,0,5,308,12.6,-17.5
1-4-2010 5:00,-15.6,85,2.2,4.9,322,OK,0,134.29,0,5,275,12.6,-17.5
1-4-2010 6:00,-15.6,85,2.7,6.7,322,OK,0,134.29,0,7,293,12.6,-17.5
1-4-2010 7:00,-16.1,84,2.7,7.2,321,OK,0,134.29,0,7,286,12.6,-18.17
1-4-2010 8:00,-15.6,84,2.7,6.3,321,OK,1,134.29,0,6,319,12.6,-17.61
1-4-2010 9:00,-15.6,84,2.2,4.9,320,OK,6,134.29,0,5,282,12.5,-17.61
1-4-2010 10:00,-14.4,84,2.2,5.4,323,OK,19,134.29,0,5,304,12.6,-16.56
1-4-2010 11:00,-13.3,84,1.8,4.9,313,OK,26,134.29,0,5,302,12.6,-15.44
1-4-2010 12:00,-11.7,80,2.7,5.4,316,OK,57,134.29,0,5,340,13.4,-14.39
1-4-2010 13:00,-11.7,80,2.2,5.4,317,OK,45,134.29,0,5,253,13.9,-14.39
1-4-2010 14:00,-11.7,81,2.7,5.8,316,OK,39,134.29,0,6,280,13.9,-14.28
1-4-2010 15:00,-11.7,82,2.2,5.4,323,OK,36,134.29,0,5,310,13.8,-14.11
1-4-2010 16:00,-12.8,85,2.7,5.8,320,OK,23,134.29,0,6,309,13.6,-14.78
1-4-2010 17:00,-13.3,87,2.2,5.8,322,OK,5,134.29,0,6,318,13.2,-15.06
1-4-2010 18:00,-13.3,88,2.2,5.4,315,OK,0,134.29,0,5,302,13.1,-14.89
1-4-2010 19:00,-13.3,88,2.2,5.8,318,OK,0,134.29,0,6,267,13,-14.89
1-4-2010 20:00,-12.8,88,2.7,5.4,321,OK,0,134.29,0,5,301,12.9,-14.33
1-4-2010 21:00,-12.8,89,2.7,5.4,317,OK,0,134.29,0,5,287,12.9,-14.22
1-4-2010 22:00,-12.8,88,1.8,5.8,320,OK,0,134.29,0,6,306,12.9,-14.33
1-4-2010 23:00,-12.8,88,1.8,4.9,324,OK,0,134.29,0,5,303,12.8,-14.33
1-5-2010 0:00,-12.8,88,2.2,5.4,328,OK,0,134.29,0,5,296,12.8,-14.33
1-5-2010 1:00,-12.8,88,2.2,4.9,329,OK,0,134.29,0,5,283,12.8,-14.33
1-5-2010 2:00,-12.8,88,2.2,4.9,327,OK,0,134.29,0,5,322,12.8,-14.33
1-5-2010 3:00,-12.8,88,2.2,4.5,330,OK,0,134.29,0,4,334,12.7,-14.33
1-5-2010 4:00,-12.8,87,1.8,4.5,335,OK,0,134.29,0,4,326,12.7,-14.5
1-5-2010 5:00,-12.8,88,1.8,4,330,OK,0,134.29,0,4,318,12.7,-14.33
1-5-2010 6:00,-12.8,88,1.8,3.6,329,OK,0,134.29,0,4,285,12.7,-14.33
1-5-2010 7:00,-12.8,88,1.8,3.6,327,OK,0,134.29,0,4,323,12.7,-14.33
1-5-2010 8:00,-12.8,88,1.8,4,325,OK,0,134.29,0,4,340,12.6,-14.33
1-5-2010 9:00,-12.2,87,1.8,3.6,326,OK,7,134.29,0,4,335,12.6,-13.94
1-5-2010 10:00,-11.1,86,1.8,4,319,OK,27,134.29,0,4,318,12.8,-13
1-5-2010 11:00,-9.4,84,1.8,4.9,316,OK,44,134.29,0,5,296,13.2,-11.61
1-5-2010 12:00,-9.4,81,1.8,4.5,316,OK,49,134.29,0,4,305,13.4,-12.11
1-5-2010 13:00,-10,82,2.2,4.5,317,OK,39,134.29,0,4,277,13.5,-12.5
1-5-2010 14:00,-10.6,83,2.2,5.4,321,OK,28,134.29,0,5,289,13.5,-12.89
1-5-2010 15:00,-10.6,84,2.2,6.3,324,OK,29,134.29,0,6,305,13.5,-12.72
1-5-2010 16:00,-11.7,86,1.8,4.9,321,OK,17,134.29,0,5,313,13.4,-13.56
1-5-2010 17:00,-12.2,87,2.2,5.4,325,OK,5,134.29,0,5,293,13.2,-13.94
1-5-2010 18:00,-12.8,88,1.8,6.3,321,OK,0,134.29,0,6,292,13,-14.33
1-5-2010 19:00,-13.3,88,1.8,4.5,321,OK,0,134.29,0,4,319,12.9,-14.89
1-5-2010 20:00,-13.3,87,2.2,5.4,325,OK,0,134.29,0,5,295,12.9,-15.06
1-5-2010 21:00,-13.3,87,1.8,5.8,307,OK,0,134.29,0,6,321,12.8,-15.06
1-5-2010 22:00,-13.3,87,2.2,5.8,310,OK,0,134.29,0,6,258,12.8,-15.06
1-5-2010 23:00,-13.3,88,2.2,5.8,324,OK,0,134.29,0,6,323,12.8,-14.89
1-6-2010 0:00,-13.3,88,2.7,6.3,317,OK,0,134.29,0,6,309,12.7,-14.89
1-6-2010 1:00,-12.8,88,2.7,6.3,318,OK,0,134.29,0,6,284,12.7,-14.33
1-6-2010 2:00,-12.8,88,2.2,5.4,324,OK,0,134.29,0,5,293,12.7,-14.33
1-6-2010 3:00,-12.8,88,2.2,5.4,324,OK,0,134.29,0,5,323,12.7,-14.33
1-6-2010 4:00,-12.8,88,1.8,4.5,318,OK,0,134.29,0,4,312,12.6,-14.33
1-6-2010 5:00,-12.8,88,2.2,5.4,315,OK,0,134.29,0,5,298,12.6,-14.33
1-6-2010 6:00,-12.2,88,2.7,5.4,312,OK,0,134.29,0,5,284,12.6,-13.78
1-6-2010 7:00,-12.2,88,1.8,4.5,323,OK,0,134.29,0,4,299,12.6,-13.78
1-6-2010 8:00,-12.2,88,1.8,5.8,319,OK,1,134.29,0,6,325,12.6,-13.78
1-6-2010 9:00,-12.2,88,2.2,4.5,318,OK,5,134.29,0,4,302,12.6,-13.78
1-6-2010 10:00,-10.6,88,2.2,4.9,322,OK,16,134.29,0,5,277,12.6,-12.17
1-6-2010 11:00,-9.4,86,2.2,4,323,OK,30,134.29,0,4,291,12.8,-11.33
1-6-2010 12:00,-8.9,84,2.2,5.4,323,OK,33,134.29,0,5,294,12.8,-11.11
1-6-2010 13:00,-9.4,84,2.2,4.5,322,OK,29,134.29,0,4,316,12.9,-11.61
1-6-2010 14:00,-8.9,85,1.8,4.9,324,OK,30,134.29,0,5,323,12.9,-10.94
1-6-2010 15:00,-9.4,85,2.2,4,326,OK,23,134.29,0,4,338,13,-11.5
1-6-2010 16:00,-10.6,88,2.2,4.9,322,OK,14,134.29,0,5,331,12.9,-12.17
1-6-2010 17:00,-11.1,90,1.8,4.9,323,OK,3,134.29,0,5,315,12.8,-12.44
1-6-2010 18:00,-11.7,90,1.8,5.4,320,OK,0,134.29,0,5,276,12.7,-12.94
1-6-2010 19:00,-11.7,90,1.8,4.5,320,OK,0,134.29,0,4,300,12.6,-12.94
1-6-2010 20:00,-11.7,90,1.8,4.5,321,OK,0,134.29,0,4,319,12.6,-12.94
1-6-2010 21:00,-11.7,90,1.8,4.5,325,OK,0,134.29,0,4,298,12.6,-12.94
1-6-2010 22:00,-11.7,90,1.3,4,327,OK,0,134.29,0,4,317,12.6,-12.94
1-6-2010 23:00,-11.1,90,1.3,3.1,328,OK,0,134.29,0,3,328,12.6,-12.44
1-7-2010 0:00,-11.1,90,1.3,3.1,328,OK,0,134.29,0,3,7,12.6,-12.44
1-7-2010 1:00,-11.7,90,0.9,3.6,322,OK,0,134.29,0,4,277,12.6,-12.94
1-7-2010 2:00,-11.7,90,0.9,2.7,326,OK,0,134.29,0,3,295,12.6,-12.94
1-7-2010 3:00,-11.7,90,0.9,2.2,319,OK,0,134.29,0,2,321,12.6,-12.94
1-7-2010 4:00,-11.7,90,0.9,2.2,318,OK,0,134.29,0,2,322,12.6,-12.94
1-7-2010 5:00,-11.7,89,0.9,1.8,319,OK,0,134.29,0,2,309,12.6,-13.11
1-7-2010 6:00,-11.7,89,0.9,2.2,326,OK,0,134.29,0,2,282,12.6,-13.11
1-7-2010 7:00,-11.7,89,0.9,1.8,305,OK,0,134.29,0,2,326,12.6,-13.11
1-7-2010 8:00,-11.7,89,0.9,2.2,318,OK,0,134.29,0,2,286,12.6,-13.11
1-7-2010 9:00,-11.1,89,0.9,1.8,322,OK,5,134.29,0,2,249,12.6,-12.56
1-7-2010 10:00,-10.6,87,0.9,1.8,295,OK,15,134.29,0,2,301,12.7,-12.28
1-7-2010 11:00,-8.3,88,0.9,1.8,295,OK,27,134.29,0,2,249,12.8,-9.94
1-7-2010 12:00,-5.6,88,0.9,1.8,284,OK,44,134.29,0,2,274,13.5,-7.22
1-7-2010 13:00,-4.4,84,0.9,0.9,263,OK,39,134.29,0,1,258,14.1,-6.72
1-7-2010 14:00,-5.6,82,0.4,1.8,180,OK,37,134.29,0,2,291,13.6,-8.11
1-7-2010 15:00,-4.4,85,0.9,1.3,246,OK,32,134.29,0,1,271,13.7,-6.56
1-7-2010 16:00,-5.6,87,0.4,1.3,221,OK,12,134.29,0,1,284,13.4,-7.39
1-7-2010 17:00,-6.7,89,0.9,1.8,269,OK,5,134.29,0,2,245,13.2,-8.17
1-7-2010 18:00,-6.7,94,0.4,1.8,190,OK,0,134.29,0,2,218,13,-7.44
1-7-2010 19:00,-6.7,95,0.9,1.8,181,OK,0,134.29,0,2,163,13,-7.33
1-7-2010 20:00,-6.7,95,0.4,1.3,185,OK,0,134.29,0,1,185,12.9,-7.33
1-7-2010 21:00,-6.1,95,0.4,1.8,296,N/A,0,134.29,0,2,277,12.9,-6.78
1-7-2010 22:00,-6.7,94,1.3,3.6,307,N/A,0,134.29,0,4,282,12.9,-7.44
1-7-2010 23:00,-7.2,94,1.3,2.2,315,OK,0,134.29,0,2,263,12.9,-8
1-8-2010 0:00,-8.3,93,0.9,3.6,315,OK,0,134.29,0,4,264,12.8,-9.28
1-8-2010 1:00,-8.9,92,1.3,2.7,304,OK,0,134.29,0,3,292,12.8,-9.94
1-8-2010 2:00,-9.4,92,0.9,2.2,317,OK,0,134.29,0,2,288,12.8,-10.5
1-8-2010 3:00,-9.4,92,0.9,1.8,311,OK,0,134.29,0,2,269,12.8,-10.5
1-8-2010 4:00,-10.6,87,1.8,3.6,315,OK,0,134.29,0,4,259,12.8,-12.28
1-8-2010 5:00,-12.8,87,1.3,4,303,OK,0,134.29,0,4,288,12.8,-14.5
1-8-2010 6:00,-16.1,83,1.8,3.1,302,OK,0,134.29,0,3,290,12.7,-18.33
1-8-2010 7:00,-17.2,83,1.8,3.1,309,OK,0,134.29,0,3,328,12.7,-19.39
1-8-2010 8:00,-17.8,82,1.3,2.7,315,OK,0,134.29,0,3,281,12.7,-20.11
1-8-2010 9:00,-17.2,79,1.8,3.6,319,OK,6,134.29,0,4,296,12.7,-20
1-8-2010 10:00,-15.6,76,1.3,3.1,316,OK,16,134.29,0,3,304,12.8,-18.83
1-8-2010 11:00,-14.4,73,1.3,3.1,315,OK,25,134.29,0,3,306,12.9,-18.22
1-8-2010 12:00,-13.9,74,1.3,3.1,308,OK,22,134.29,0,3,238,12.9,-17.5
1-8-2010 13:00,-14.4,75,1.3,3.1,301,OK,22,134.29,0,3,279,12.8,-17.89
1-8-2010 14:00,-13.9,75,1.3,2.7,313,OK,17,134.29,0,3,290,12.8,-17.33
1-8-2010 15:00,-14.4,77,1.3,3.1,309,OK,20,134.29,0,3,298,12.8,-17.56
1-8-2010 16:00,-15,79,0.9,2.7,324,OK,12,134.29,0,3,296,12.7,-17.83
1-8-2010 17:00,-16.7,83,1.3,3.6,311,OK,4,134.29,0,4,285,12.6,-18.89
1-8-2010 18:00,-17.2,84,1.8,3.6,312,OK,0,134.29,0,4,316,12.6,-19.28
1-8-2010 19:00,-16.7,84,1.3,3.1,312,OK,0,134.29,0,3,280,12.6,-18.72
1-8-2010 20:00,-16.1,84,1.3,3.1,320,OK,0,134.29,0,3,311,12.6,-18.17
1-8-2010 21:00,-16.1,85,1.3,3.1,315,OK,0,134.29,0,3,329,12.6,-18.06
1-8-2010 22:00,-16.1,85,1.3,3.1,324,OK,0,134.29,0,3,303,12.6,-18.06
1-8-2010 23:00,-15.6,85,0.9,2.7,315,OK,0,134.29,0,3,318,12.6,-17.5
1-9-2010 0:00,-15.6,85,0.9,2.2,317,OK,0,134.29,0,2,310,12.5,-17.5
1-9-2010 1:00,-15.6,85,0.9,1.8,323,OK,0,134.29,0,2,309,12.5,-17.5
1-9-2010 2:00,-15.6,85,0.9,2.2,316,OK,0,134.29,0,2,323,12.5,-17.5
1-9-2010 3:00,-15.6,85,0.9,1.8,325,OK,0,134.29,0,2,307,12.5,-17.5
1-9-2010 4:00,-15,85,0.9,1.8,324,OK,0,134.29,0,2,311,12.5,-16.94
1-9-2010 5:00,-15,86,0.9,1.8,329,OK,0,134.29,0,2,353,12.5,-16.83
1-9-2010 6:00,-14.4,86,0.9,1.3,328,OK,0,134.29,0,1,10,12.5,-16.28
1-9-2010 7:00,-14.4,86,0.4,1.3,349,OK,0,134.29,0,1,314,12.5,-16.28
1-9-2010 8:00,-14.4,86,0.4,1.3,331,OK,0,134.29,0,1,294,12.5,-16.28
1-9-2010 9:00,-13.3,86,0.4,0.9,323,OK,3,134.29,0,1,284,12.5,-15.17
1-9-2010 10:00,-10.6,87,0.4,0.9,321,OK,10,134.29,0,1,315,12.5,-12.28
1-9-2010 11:00,-10,83,0.4,1.3,314,OK,15,134.29,0,1,275,12.6,-12.33
1-9-2010 12:00,-8.3,79,0.4,1.3,327,OK,19,134.29,0,1,328,12.6,-11.33
1-9-2010 13:00,-8.3,81,0.4,1.3,322,OK,16,134.29,0,1,309,12.6,-11
1-9-2010 14:00,-8.3,78,0.4,0.9,331,OK,16,134.29,0,1,311,12.6,-11.5
1-9-2010 15:00,-9.4,82,0.4,0.9,338,OK,11,134.29,0,1,318,12.6,-11.94
1-9-2010 16:00,-11.1,85,0.4,0.9,338,OK,7,134.29,0,1,321,12.6,-13.11
1-9-2010 17:00,-12.2,88,0.4,0.9,325,OK,3,134.29,0,1,325,12.6,-13.78
1-9-2010 18:00,-12.2,89,0.4,0.9,349,OK,0,134.29,0,1,306,12.6,-13.67
1-9-2010 19:00,-12.8,88,0.4,0.9,326,OK,0,134.29,0,1,292,12.5,-14.33
1-9-2010 20:00,-13.3,88,0.4,0.9,331,OK,0,134.29,0,1,311,12.5,-14.89
1-9-2010 21:00,-13.3,88,0.4,0.9,345,OK,0,134.29,0,1,308,12.5,-14.89
1-9-2010 22:00,-13.3,87,0.4,0.9,332,OK,0,134.29,0,1,335,12.5,-15.06
1-9-2010 23:00,-13.9,87,0.4,0.9,346,OK,0,134.29,0,1,346,12.5,-15.56
1-10-2010 0:00,-13.9,87,0.4,0.9,331,OK,0,134.29,0,1,279,12.5,-15.56
1-10-2010 1:00,-14.4,86,0.4,0.9,329,OK,0,134.29,0,1,41,12.5,-16.28
1-10-2010 2:00,-14.4,86,0.4,0.9,333,OK,0,134.29,0,1,355,12.5,-16.28
1-10-2010 3:00,-15,86,0.4,0.9,330,OK,0,134.29,0,1,301,12.5,-16.83
1-10-2010 4:00,-15.6,85,0.4,0.9,335,OK,0,134.29,0,1,348,12.5,-17.5
1-10-2010 5:00,-15.6,84,0.4,0.9,326,OK,0,134.29,0,1,279,12.5,-17.61
1-10-2010 6:00,-16.7,84,0.4,0.9,322,OK,0,134.29,0,1,300,12.5,-18.72
1-10-2010 7:00,-16.1,85,0.4,0.9,328,OK,0,134.29,0,1,302,12.5,-18.06
1-10-2010 8:00,-16.1,84,0.4,0.9,323,OK,0,134.29,0,1,270,12.5,-18.17
1-10-2010 9:00,-15,83,0.4,0.9,304,OK,5,134.29,0,1,294,12.5,-17.22
1-10-2010 10:00,-11.7,80,0.4,0.9,310,OK,17,134.29,0,1,311,12.6,-14.39
1-10-2010 11:00,-8.9,73,0.4,1.3,316,OK,33,134.29,0,1,307,12.8,-12.83
1-10-2010 12:00,-7.8,72,0.4,0.9,314,OK,37,134.29,0,1,304,13,-11.94
1-10-2010 13:00,-7.2,67,0.4,1.3,312,OK,47,134.29,0,1,279,13.6,-12.28
1-10-2010 14:00,-10,73,0.4,1.3,323,OK,46,134.29,0,1,280,14.2,-13.89
1-10-2010 15:00,-10.6,74,0.4,1.3,309,OK,38,134.29,0,1,296,13.8,-14.28
1-10-2010 16:00,-13.3,82,0.4,1.3,322,OK,11,134.29,0,1,322,13.4,-15.72
1-10-2010 17:00,-14.4,84,0.4,1.8,317,OK,4,134.29,0,2,303,13.2,-16.56
1-10-2010 18:00,-15,87,0.4,1.8,314,OK,0,134.29,0,2,290,13,-16.67
1-10-2010 19:00,-15,86,0.4,1.8,312,OK,0,134.29,0,2,331,13,-16.83
1-10-2010 20:00,-15.6,85,1.3,3.1,309,OK,0,134.29,0,3,306,12.9,-17.5
1-10-2010 21:00,-15.6,85,1.3,3.6,305,OK,0,134.29,0,4,289,12.9,-17.5
1-10-2010 22:00,-15.6,85,1.3,2.7,306,OK,0,134.29,0,3,305,12.9,-17.5
1-10-2010 23:00,-15.6,85,1.3,3.1,306,OK,0,134.29,0,3,270,12.8,-17.5
1-11-2010 0:00,-16.1,85,1.3,3.6,304,OK,0,134.29,0,4,302,12.8,-18.06
1-11-2010 1:00,-15.6,86,1.3,2.7,313,OK,0,134.29,0,3,316,12.8,-17.33
1-11-2010 2:00,-15,86,1.3,3.1,305,OK,0,134.29,0,3,306,12.8,-16.83
1-11-2010 3:00,-15.6,85,1.3,2.7,302,OK,0,134.29,0,3,309,12.7,-17.5
1-11-2010 4:00,-15,85,1.3,2.2,288,OK,0,134.29,0,2,303,12.7,-16.94
1-11-2010 5:00,-15,86,1.3,2.2,309,OK,0,134.29,0,2,338,12.7,-16.83
1-11-2010 6:00,-14.4,86,1.3,2.7,301,OK,0,134.29,0,3,321,12.7,-16.28
1-11-2010 7:00,-14.4,85,1.3,2.2,293,OK,0,134.29,0,2,293,12.7,-16.39
1-11-2010 8:00,-13.9,84,1.3,3.6,278,OK,0,134.29,0,4,282,12.7,-16
1-11-2010 9:00,-13.3,81,1.3,3.1,271,OK,2,134.29,0,3,270,12.7,-15.89
1-11-2010 10:00,-11.7,79,1.8,4,269,OK,6,134.29,0,4,243,12.7,-14.56
1-11-2010 11:00,-9.4,77,1.8,4,253,OK,12,134.29,0,4,255,13,-12.72
1-11-2010 12:00,-7.8,71,2.2,4.9,273,OK,24,134.29,0,5,254,13.6,-12.11
1-11-2010 13:00,-6.1,65,1.8,4.9,217,OK,31,134.32,0.03,5,283,14.2,-11.61
1-11-2010 14:00,-6.1,73,1.8,4.9,264,OK,31,134.32,0,5,268,13.8,-10.17
1-11-2010 15:00,-5.6,71,1.8,4,286,OK,16,134.32,0,4,287,13.6,-9.94
1-11-2010 16:00,-7.2,79,2.2,4.5,287,OK,9,134.32,0,4,291,13.4,-10.22
1-11-2010 17:00,-8.3,83,1.8,5.8,293,OK,2,134.32,0,6,273,13.1,-10.72
1-11-2010 18:00,-9.4,90,1.8,4.5,301,OK,0,134.32,0,4,256,13,-10.78
1-11-2010 19:00,-10,92,1.8,3.6,304,OK,0,134.32,0,4,271,13,-11.06
1-11-2010 20:00,-10,92,2.2,4.9,307,OK,0,134.32,0,5,312,12.9,-11.06
1-11-2010 21:00,-10,92,2.2,4.9,308,OK,0,134.32,0,5,293,12.9,-11.06
1-11-2010 22:00,-10,92,1.8,4,312,OK,0,134.32,0,4,306,12.9,-11.06
1-11-2010 23:00,-10,92,1.8,4,313,OK,0,134.32,0,4,305,12.9,-11.06
1-12-2010 0:00,-10.6,91,1.3,4,325,OK,0,134.32,0,4,301,12.9,-11.72
1-12-2010 1:00,-10.6,91,1.3,3.6,318,OK,0,134.32,0,4,302,12.9,-11.72
1-12-2010 2:00,-11.1,90,1.8,3.1,323,OK,0,134.32,0,3,326,12.8,-12.44
1-12-2010 3:00,-11.1,90,1.3,3.6,318,OK,0,134.32,0,4,293,12.8,-12.44
